,state,lat,lng,population,location,county
2734,Missouri,39.7978,-92.0766,6049,"(39.7978, -92.0766)",Shelby County
2735,Kansas,37.8778,-96.2326,6001,"(37.8778, -96.2326)",Greenwood County
2736,Montana,48.2278,-112.2263,5987,"(48.2278, -112.2263)",Pondera County
2737,Missouri,40.2106,-93.1115,5983,"(40.2106, -93.1115)",Sullivan County
2738,Vermont,44.7275,-71.7359,5976,"(44.7275, -71.7359)",Coos County
2739,Indiana,38.9501,-84.9652,5974,"(38.9501, -84.9652)",Ohio County
2740,Kentucky,36.7866,-85.3885,5974,"(36.7866, -85.3885)",Cumberland County
2741,North Dakota,48.0694,-99.366,5960,"(48.0694, -99.366)",Benson County
2742,Kansas,39.3514,-101.72,5940,"(39.3514, -101.72)",Sherman County
2743,Georgia,31.164,-84.7308,5923,"(31.164, -84.7308)",Miller County
2744,Iowa,40.7374,-94.6964,5916,"(40.7374, -94.6964)",Taylor County
2745,Montana,47.8806,-110.4353,5897,"(47.8806, -110.4353)",Chouteau County
2746,Pennsylvania,41.4462,-76.5122,5880,"(41.4462, -76.5122)",Sullivan County
2747,Michigan,46.6644,-89.3148,5862,"(46.6644, -89.3148)",Ontonagon County
2748,Colorado,39.8575,-105.5226,5856,"(39.8575, -105.5226)",Gilpin County
2749,Kansas,39.3933,-98.2094,5829,"(39.3933, -98.2094)",Mitchell County
2750,Nebraska,41.9169,-97.1939,5828,"(41.9169, -97.1939)",Stanton County
2751,Texas,35.4035,-101.3542,5801,"(35.4035, -101.3542)",Carson County
2752,Alaska,55.8011,-133.0167,5799,"(55.8011, -133.0167)",Annette Island Reserve
2753,Georgia,32.6995,-84.533,5793,"(32.6995, -84.533)",Talbot County
2754,Colorado,38.3266,-103.7845,5782,"(38.3266, -103.7845)",Crowley County
2755,Texas,31.1552,-98.8176,5779,"(31.1552, -98.8176)",San Saba County
2756,Kansas,39.1325,-97.6502,5768,"(39.1325, -97.6502)",Ottawa County
2757,Texas,33.1799,-101.2984,5735,"(33.1799, -101.2984)",Garza County
2758,Nevada,39.9337,-117.038,5728,"(39.9337, -117.038)",Lander County
2759,Virginia,37.7785,-79.9868,5722,"(37.7785, -79.9868)",City of Covington
2760,Kansas,37.7382,-100.4379,5719,"(37.7382, -100.4379)",Gray County
2761,South Dakota,43.6743,-97.3684,5714,"(43.6743, -97.3684)",McCook County
2762,Oklahoma,36.731,-98.324,5683,"(36.731, -98.324)",Alfalfa County
2763,Virginia,36.6953,-77.5356,5680,"(36.6953, -77.5356)",City of Emporia
2764,North Dakota,46.4562,-97.6574,5663,"(46.4562, -97.6574)",Ransom County
2765,Iowa,41.6846,-94.9058,5651,"(41.6846, -94.9058)",Audubon County
2766,Minnesota,44.4126,-96.2671,5630,"(44.4126, -96.2671)",Lincoln County
2767,Illinois,41.2045,-89.2858,5628,"(41.2045, -89.2858)",Putnam County
2768,Texas,33.1768,-101.8161,5619,"(33.1768, -101.8161)",Lynn County
2769,Minnesota,47.9026,-90.5354,5611,"(47.9026, -90.5354)",Cook County
2770,South Dakota,43.3459,-99.8839,5607,"(43.3459, -99.8839)",Tripp County
2771,Georgia,31.5292,-84.6245,5594,"(31.5292, -84.6245)",Calhoun County
2772,Colorado,38.9881,-103.514,5583,"(38.9881, -103.514)",Lincoln County
2773,Nebraska,42.4931,-96.8677,5579,"(42.4931, -96.8677)",Dixon County
2774,Colorado,37.9551,-103.0717,5561,"(37.9551, -103.0717)",Bent County
2775,Nebraska,40.5247,-97.5965,5557,"(40.5247, -97.5965)",Fillmore County
2776,Oklahoma,34.2902,-98.3722,5537,"(34.2902, -98.3722)",Cotton County
2777,Oklahoma,34.9357,-99.5608,5531,"(34.9357, -99.5608)",Greer County
2778,Kansas,39.7842,-97.0875,5529,"(39.7842, -97.0875)",Washington County
2779,South Dakota,45.3671,-97.6074,5485,"(45.3671, -97.6074)",Day County
2780,Nebraska,42.545,-101.1186,5473,"(42.545, -101.1186)",Hooker County
2781,Kansas,37.1916,-98.0755,5457,"(37.1916, -98.0755)",Harper County
2782,Louisiana,29.8754,-93.1937,5447,"(29.8754, -93.1937)",Cameron Parish
2783,Michigan,46.4706,-85.5444,5442,"(46.4706, -85.5444)",Luce County
2784,Kansas,39.7844,-99.9035,5431,"(39.7844, -99.9035)",Norton County
2785,Oklahoma,34.111,-97.8358,5420,"(34.111, -97.8358)",Jefferson County
2786,Texas,33.1782,-99.7303,5408,"(33.1782, -99.7303)",Haskell County
2787,Nebraska,41.7068,-98.0672,5397,"(41.7068, -98.0672)",Boone County
2788,Illinois,41.0934,-89.7975,5395,"(41.0934, -89.7975)",Stark County
2789,Minnesota,47.3253,-95.8091,5389,"(47.3253, -95.8091)",Mahnomen County
2790,Texas,34.0724,-101.3032,5386,"(34.0724, -101.3032)",Floyd County
2791,Kansas,38.6874,-96.6499,5385,"(38.6874, -96.6499)",Morris County
2792,Texas,35.84,-102.6029,5369,"(35.84, -102.6029)",Dallam County
2793,Alaska,65.5087,-151.3896,5355,"(65.5087, -151.3896)",Denali Borough
2794,North Dakota,48.2346,-100.6363,5326,"(48.2346, -100.6363)",McHenry County
2795,South Dakota,45.4299,-100.0315,5317,"(45.4299, -100.0315)",Walworth County
2796,Missouri,36.9412,-90.9623,5299,"(36.9412, -90.9623)",Carter County
2797,Nebraska,40.3926,-96.2651,5294,"(40.3926, -96.2651)",Johnson County
2798,Oklahoma,34.5882,-96.2978,5287,"(34.5882, -96.2978)",Coal County
2799,Texas,33.3863,-95.6723,5278,"(33.3863, -95.6723)",Delta County
2800,South Dakota,45.1566,-100.8718,5275,"(45.1566, -100.8718)",Dewey County
2801,Kansas,37.1923,-101.3121,5275,"(37.1923, -101.3121)",Stevens County
2802,Texas,36.2774,-101.3546,5270,"(36.2774, -101.3546)",Hansford County
2803,Missouri,40.4308,-95.4281,5270,"(40.4308, -95.4281)",Atchison County
2804,Illinois,37.1915,-89.3375,5261,"(37.1915, -89.3375)",Scott County
2805,South Dakota,43.7181,-99.0809,5247,"(43.7181, -99.0809)",Brule County
2806,Texas,32.306,-101.9513,5228,"(32.306, -101.9513)",Martin County
2807,Alaska,52.7985,-106.5633,5219,"(52.7985, -106.5633)",
2808,Idaho,43.0024,-114.1383,5203,"(43.0024, -114.1383)",Lincoln County
2809,West Virginia,39.0225,-81.3787,5202,"(39.0225, -81.3787)",Wirt County
2810,Georgia,33.4089,-82.6768,5197,"(33.4089, -82.6768)",Warren County
2811,Nebraska,41.1869,-97.5684,5182,"(41.1869, -97.5684)",Polk County
2812,Illinois,37.2232,-89.1266,5177,"(37.2232, -89.1266)",Pulaski County
2813,South Dakota,44.3696,-97.4915,5172,"(44.3696, -97.4915)",Kingsbury County
2814,Minnesota,45.4261,-96.411,5161,"(45.4261, -96.411)",Big Stone County
2815,Texas,33.6147,-101.3,5157,"(33.6147, -101.3)",Crosby County
2816,Kansas,38.4822,-100.9069,5128,"(38.4822, -100.9069)",Scott County
2817,Utah,37.8549,-111.4432,5121,"(37.8549, -111.4432)",Wayne County
2818,Georgia,32.0785,-84.8352,5121,"(32.0785, -84.8352)",Stewart County
2819,Nebraska,42.5047,-102.4089,5102,"(42.5047, -102.4089)",Sheridan County
2820,New York,43.6611,-74.4974,5090,"(43.6611, -74.4974)",Hamilton County
2821,Oklahoma,36.7497,-100.4768,5071,"(36.7497, -100.4768)",Beaver County
2822,Tennessee,36.5584,-85.0749,5042,"(36.5584, -85.0749)",Pickett County
2823,Montana,48.6554,-111.6956,5018,"(48.6554, -111.6956)",Toole County
2824,Nebraska,40.1762,-97.5949,5006,"(40.1762, -97.5949)",Thayer County
2825,North Dakota,46.1102,-98.5047,5003,"(46.1102, -98.5047)",Dickey County
2826,Texas,35.4012,-100.2698,4980,"(35.4012, -100.2698)",Wheeler County
2827,Illinois,37.7628,-88.2305,4967,"(37.7628, -88.2305)",Gallatin County
2828,Kansas,39.7846,-99.347,4960,"(39.7846, -99.347)",Phillips County
2829,Colorado,38.1555,-107.7693,4936,"(38.1555, -107.7693)",Ouray County
2830,Kansas,39.3502,-99.325,4925,"(39.3502, -99.325)",Rooks County
2831,Montana,46.4966,-108.3981,4924,"(46.4966, -108.3981)",Musselshell County
2832,Illinois,39.6441,-90.4747,4899,"(39.6441, -90.4747)",Scott County
2833,Virginia,37.4817,-80.2115,4898,"(37.4817, -80.2115)",Craig County
2834,Colorado,38.1087,-105.3675,4885,"(38.1087, -105.3675)",Custer County
2835,Alaska,59.8003,-158.2346,4854,"(59.8003, -158.2346)",Dillingham Census Area
2836,Texas,27.0434,-98.6973,4830,"(27.0434, -98.6973)",Jim Hogg County
2837,Colorado,39.971,-103.2012,4817,"(39.971, -103.2012)",Washington County
2838,Kentucky,36.8532,-88.971,4782,"(36.8532, -88.971)",Carlisle County
2839,Arkansas,33.5581,-92.503,4773,"(33.5581, -92.503)",Calhoun County
2840,Missouri,40.4526,-92.1471,4720,"(40.4526, -92.1471)",Scotland County
2841,Missouri,40.4789,-93.0162,4698,"(40.4789, -93.0162)",Putnam County
2842,Iowa,40.7352,-94.244,4690,"(40.7352, -94.244)",Ringgold County
2843,Kansas,39.8278,-97.6506,4686,"(39.8278, -97.6506)",Republic County
2844,Montana,47.1472,-114.9983,4652,"(47.1472, -114.9983)",Mineral County
2845,North Carolina,35.5306,-76.2517,4636,"(35.5306, -76.2517)",Hyde County
2846,Texas,31.4286,-102.5156,4636,"(31.4286, -102.5156)",Crane County
2847,Nebraska,40.1764,-99.9123,4630,"(40.1764, -99.9123)",Furnas County
2848,Wyoming,43.7189,-108.4422,4616,"(43.7189, -108.4422)",Hot Springs County
2849,Wisconsin,45.8485,-88.3981,4574,"(45.8485, -88.3981)",Florence County
2850,Idaho,42.195,-112.5394,4572,"(42.195, -112.5394)",Oneida County
2851,Nevada,38.5386,-118.4349,4568,"(38.5386, -118.4349)",Mineral County
2852,Georgia,32.2616,-84.3147,4565,"(32.2616, -84.3147)",Schley County
2853,Nebraska,41.716,-103.0105,4562,"(41.716, -103.0105)",Morrill County
2854,Pennsylvania,41.4367,-78.204,4536,"(41.4367, -78.204)",Cameron County
2855,Nevada,37.6433,-114.8775,4507,"(37.6433, -114.8775)",Lincoln County
2856,Oklahoma,35.9876,-99.0079,4504,"(35.9876, -99.0079)",Dewey County
2857,Texas,31.4952,-98.5954,4501,"(31.4952, -98.5954)",Mills County
2858,Colorado,40.594,-102.3576,4493,"(40.594, -102.3576)",Phillips County
2859,Kentucky,36.6781,-88.9762,4491,"(36.6781, -88.9762)",Hickman County
2860,Washington,46.2918,-123.4244,4476,"(46.2918, -123.4244)",Wahkiakum County
2861,Illinois,39.1693,-90.6676,4472,"(39.1693, -90.6676)",Calhoun County
2862,Idaho,44.8896,-116.4538,4464,"(44.8896, -116.4538)",Adams County
2863,New Mexico,34.8633,-104.7906,4413,"(34.8633, -104.7906)",Guadalupe County
2864,South Dakota,45.7586,-97.5986,4363,"(45.7586, -97.5986)",Marshall County
2865,Idaho,44.2411,-114.2817,4344,"(44.2411, -114.2817)",Custer County
2866,Texas,30.4868,-99.7487,4316,"(30.4868, -99.7487)",Kimble County
2867,South Dakota,44.76,-96.668,4298,"(44.76, -96.668)",Deuel County
2868,Wisconsin,45.0044,-88.71,4279,"(45.0044, -88.71)",Menominee County
2869,Missouri,40.0944,-95.2155,4274,"(40.0944, -95.2155)",Holt County
2870,Montana,48.2592,-107.9133,4233,"(48.2592, -107.9133)",Phillips County
2871,New Mexico,36.0105,-104.945,4208,"(36.0105, -104.945)",Mora County
2872,Minnesota,48.7766,-96.7829,4191,"(48.7766, -96.7829)",Kittson County
2873,Virginia,38.0587,-79.7411,4177,"(38.0587, -79.7411)",Bath County
2874,New Mexico,31.914,-108.7148,4160,"(31.914, -108.7148)",Hidalgo County
2875,Oklahoma,36.7961,-97.7861,4152,"(36.7961, -97.7861)",Grant County
2876,North Dakota,46.4569,-98.5355,4135,"(46.4569, -98.5355)",Dickey County
2877,Louisiana,32.0018,-91.3401,4127,"(32.0018, -91.3401)",Tensas Parish
2878,Nevada,39.447,-119.5293,4095,"(39.447, -119.5293)",Lyon County
2879,Nebraska,40.1764,-98.0472,4092,"(40.1764, -98.0472)",Nuckolls County
2880,Kansas,37.2289,-98.6848,4081,"(37.2289, -98.6848)",Barber County
2881,New Mexico,36.4816,-103.471,4074,"(36.4816, -103.471)",Union County
2882,Missouri,40.4703,-92.521,4066,"(40.4703, -92.521)",Schuyler County
2883,Kentucky,37.4192,-83.6831,4054,"(37.4192, -83.6831)",Owsley County
2884,Kansas,38.031,-98.7174,4054,"(38.031, -98.7174)",Stafford County
2885,Nebraska,41.5673,-98.9819,4053,"(41.5673, -98.9819)",Valley County
2886,North Dakota,47.3568,-102.6182,4049,"(47.3568, -102.6182)",Dunn County
2887,Kansas,37.2382,-100.3662,4019,"(37.2382, -100.3662)",Meade County
2888,South Dakota,45.4188,-99.2153,4014,"(45.4188, -99.2153)",Edmunds County
2889,North Dakota,48.2496,-99.9718,3999,"(48.2496, -99.9718)",Pierce County
2890,North Dakota,47.5875,-99.6609,3990,"(47.5875, -99.6609)",Wells County
2891,South Dakota,43.1924,-99.1856,3983,"(43.1924, -99.1856)",Gregory County
2892,Washington,46.2975,-117.9078,3980,"(46.2975, -117.9078)",Columbia County
2893,Kansas,38.0003,-101.3199,3964,"(38.0003, -101.3199)",Kearny County
2894,Texas,30.7177,-99.2261,3959,"(30.7177, -99.2261)",Mason County
2895,Minnesota,47.8717,-96.0953,3912,"(47.8717, -96.0953)",Red Lake County
2896,Mississippi,32.8798,-90.8132,3910,"(32.8798, -90.8132)",Sharkey County
2897,South Dakota,45.7086,-101.1969,3906,"(45.7086, -101.1969)",Corson County
2898,North Dakota,46.1127,-101.0404,3896,"(46.1127, -101.0404)",Corson County
2899,South Dakota,44.8582,-97.7295,3837,"(44.8582, -97.7295)",Clark County
2900,North Dakota,46.1078,-97.6306,3828,"(46.1078, -97.6306)",Sargent County
2901,Illinois,37.4127,-88.5615,3799,"(37.4127, -88.5615)",Pope County
2902,Minnesota,48.7712,-94.9046,3786,"(48.7712, -94.9046)",Lake of the Woods County
2903,Missouri,40.1283,-92.1481,3772,"(40.1283, -92.1481)",Knox County
2904,Oklahoma,36.2184,-99.7546,3755,"(36.2184, -99.7546)",Ellis County
2905,Kansas,37.5622,-100.8712,3735,"(37.5622, -100.8712)",Haskell County
2906,South Dakota,43.8958,-99.8474,3719,"(43.8958, -99.8474)",Lyman County
2907,Georgia,30.7101,-82.894,3707,"(30.7101, -82.894)",Echols County
2908,Nebraska,40.5242,-101.698,3704,"(40.5242, -101.698)",Chase County
2909,Montana,48.7212,-104.5047,3700,"(48.7212, -104.5047)",Sheridan County
2910,Montana,45.8138,-109.941,3697,"(45.8138, -109.941)",Sweet Grass County
2911,North Dakota,48.7723,-98.4648,3691,"(48.7723, -98.4648)",Cavalier County
2912,Iowa,41.029,-94.6992,3680,"(41.029, -94.6992)",Adams County
2913,Texas,32.7428,-100.4022,3680,"(32.7428, -100.4022)",Fisher County
2914,Virginia,36.9315,-82.6262,3668,"(36.9315, -82.6262)",City of Norton
2915,Illinois,37.5182,-88.2668,3665,"(37.5182, -88.2668)",Hardin County
2916,New Mexico,33.9153,-108.4046,3635,"(33.9153, -108.4046)",Catron County
2917,Idaho,46.237,-116.4263,3630,"(46.237, -116.4263)",Lewis County
2918,Kansas,39.7852,-98.7855,3561,"(39.7852, -98.7855)",Smith County
2919,Texas,34.2902,-99.7457,3541,"(34.2902, -99.7457)",Hardeman County
2920,Colorado,37.2781,-105.4282,3534,"(37.2781, -105.4282)",Costilla County
2921,Missouri,40.4223,-93.5685,3517,"(40.4223, -93.5685)",Mercer County
2922,Colorado,37.3192,-102.5604,3496,"(37.3192, -102.5604)",Baca County
2923,Kansas,39.3503,-98.7679,3493,"(39.3503, -98.7679)",Osborne County
2924,Texas,33.6165,-99.2135,3475,"(33.6165, -99.2135)",Baylor County
2925,South Dakota,43.6748,-97.7873,3443,"(43.6748, -97.7873)",Hanson County
2926,Oklahoma,35.6883,-99.6958,3423,"(35.6883, -99.6958)",Roger Mills County
2927,Nebraska,40.1764,-98.5,3410,"(40.1764, -98.5)",Webster County
2928,Alaska,55.3671,-161.9803,3407,"(55.3671, -161.9803)",Aleutians East Borough
2929,Nebraska,41.1978,-103.7149,3395,"(41.1978, -103.7149)",Kimball County
2930,South Dakota,43.195,-101.664,3391,"(43.195, -101.664)",Bennett County
2931,North Carolina,35.8172,-76.209,3389,"(35.8172, -76.209)",Tyrrell County
2932,Kansas,37.15,-96.2454,3389,"(37.15, -96.2454)",Chautauqua County
2933,North Dakota,47.4571,-98.883,3388,"(47.4571, -98.883)",Foster County
2934,Alaska,57.1204,-132.934,3374,"(57.1204, -132.934)",Wrangell-Petersburg Census Area
2935,Texas,35.8376,-100.2706,3371,"(35.8376, -100.2706)",Hemphill County
2936,Montana,46.4045,-113.4404,3368,"(46.4045, -113.4404)",Granite County
2937,Nebraska,41.3973,-97.9922,3366,"(41.3973, -97.9922)",Nance County
2938,Texas,30.4984,-100.5382,3345,"(30.4984, -100.5382)",Sutton County
2939,Minnesota,45.7722,-96.4716,3345,"(45.7722, -96.4716)",Traverse County
2940,Texas,33.6061,-99.7414,3333,"(33.6061, -99.7414)",Knox County
2941,Texas,31.4562,-105.3865,3329,"(31.4562, -105.3865)",Hudspeth County
2942,Texas,31.3661,-101.5231,3308,"(31.3661, -101.5231)",Reagan County
2943,Texas,31.8886,-100.53,3305,"(31.8886, -100.53)",Coke County
2944,Texas,34.9654,-100.814,3298,"(34.9654, -100.814)",Donley County
2945,North Dakota,46.2851,-100.2387,3297,"(46.2851, -100.2387)",Emmons County
2946,Texas,31.3688,-102.0432,3284,"(31.3688, -102.0432)",Upton County
2947,Oklahoma,36.7888,-99.6673,3272,"(36.7888, -99.6673)",Harper County
2948,Texas,31.3266,-99.864,3235,"(31.3266, -99.864)",Concho County
2949,Texas,29.3502,-100.418,3157,"(29.3502, -100.418)",Kinney County
2950,Kansas,37.8867,-95.7401,3134,"(37.8867, -95.7401)",Woodson County
2951,Texas,32.7359,-99.354,3134,"(32.7359, -99.354)",Shackelford County
2952,Nebraska,40.1765,-99.4046,3094,"(40.1765, -99.4046)",Harlan County
2953,South Dakota,44.5478,-99.0049,3075,"(44.5478, -99.0049)",Hand County
2954,Texas,36.2776,-100.2731,3038,"(36.2776, -100.2731)",Lipscomb County
2955,North Dakota,47.9217,-98.192,3025,"(47.9217, -98.192)",Nelson County
2956,South Dakota,44.4123,-100.7359,2979,"(44.4123, -100.7359)",Stanley County
2957,North Dakota,46.1126,-103.5206,2975,"(46.1126, -103.5206)",Bowman County
2958,Nebraska,41.2206,-98.9762,2970,"(41.2206, -98.9762)",Sherman County
2959,South Dakota,45.4905,-102.4757,2970,"(45.4905, -102.4757)",Perkins County
2960,Texas,30.7231,-101.412,2949,"(30.7231, -101.412)",Crockett County
2961,Montana,46.334,-104.4174,2941,"(46.334, -104.4174)",Fallon County
2962,Kansas,38.5231,-99.3092,2939,"(38.5231, -99.3092)",Rush County
2963,Kansas,39.0453,-98.2077,2929,"(39.0453, -98.2077)",Lincoln County
2964,Kansas,39.7847,-98.2183,2929,"(39.7847, -98.2183)",Jewell County
2965,California,39.5803,-120.5161,2916,"(39.5803, -120.5161)",Plumas County
2966,Georgia,33.2293,-82.6107,2903,"(33.2293, -82.6107)",Glascock County
2967,Nebraska,40.1763,-98.9528,2901,"(40.1763, -98.9528)",Franklin County
2968,Georgia,31.3261,-84.4447,2878,"(31.3261, -84.4447)",Baker County
2969,Texas,34.9648,-100.27,2865,"(34.9648, -100.27)",Collingsworth County
2970,Nebraska,40.851,-101.6497,2860,"(40.851, -101.6497)",Perkins County
2971,Georgia,31.6262,-84.9801,2855,"(31.6262, -84.9801)",Clay County
2972,Kansas,37.8876,-99.3122,2849,"(37.8876, -99.3122)",Edwards County
2973,Texas,34.5308,-100.6811,2847,"(34.5308, -100.6811)",Hall County
2974,South Dakota,43.6943,-101.6281,2838,"(43.6943, -101.6281)",Jackson County
2975,Texas,29.8318,-99.8222,2830,"(29.8318, -99.8222)",Real County
2976,South Dakota,43.3869,-98.3661,2823,"(43.3869, -98.3661)",Douglas County
2977,Kansas,38.9143,-99.8728,2798,"(38.9143, -99.8728)",Trego County
2978,Kansas,39.7847,-100.4599,2771,"(39.7847, -100.4599)",Decatur County
2979,Kansas,38.9161,-100.483,2758,"(38.9161, -100.483)",Gove County
2980,Kansas,38.9173,-101.1484,2752,"(38.9173, -101.1484)",Logan County
2981,Nebraska,42.43,-99.9295,2691,"(42.43, -99.9295)",Brown County
2982,Kansas,37.1914,-101.7992,2688,"(37.1914, -101.7992)",Morton County
2983,Kansas,38.4794,-99.9162,2677,"(38.4794, -99.9162)",Ness County
2984,Nebraska,40.1763,-101.0423,2620,"(40.1763, -101.0423)",Hitchcock County
2985,Kansas,39.7859,-101.7319,2619,"(39.7859, -101.7319)",Cheyenne County
2986,Alaska,61.8834,-143.9681,2614,"(61.8834, -143.9681)",Southeast Fairbanks Census Area
2987,Idaho,43.7229,-113.1721,2605,"(43.7229, -113.1721)",Butte County
2988,South Dakota,43.718,-98.5615,2590,"(43.718, -98.5615)",Aurora County
2989,South Dakota,45.0645,-99.9572,2587,"(45.0645, -99.9572)",Potter County
2990,Kansas,38.302,-96.594,2570,"(38.302, -96.594)",Chase County
2991,Nebraska,40.1315,-96.2371,2553,"(40.1315, -96.2371)",Pawnee County
2992,Kansas,39.7852,-101.0765,2544,"(39.7852, -101.0765)",Rawlins County
2993,Utah,41.6323,-111.2445,2543,"(41.6323, -111.2445)",Rich County
2994,Utah,38.3244,-110.9038,2532,"(38.3244, -110.9038)",Wayne County
2995,North Dakota,46.1118,-99.4412,2529,"(46.1118, -99.4412)",McIntosh County
2996,Texas,33.6042,-102.8285,2529,"(33.6042, -102.8285)",Cochran County
2997,Kansas,37.9991,-101.7912,2520,"(37.9991, -101.7912)",Hamilton County
2998,Oklahoma,34.7441,-99.8462,2499,"(34.7441, -99.8462)",Harmon County
2999,Nebraska,40.5301,-100.3942,2491,"(40.5301, -100.3942)",Frontier County
3000,North Dakota,46.4325,-102.4603,2477,"(46.4325, -102.4603)",Hettinger County
3001,Texas,30.8974,-100.5383,2474,"(30.8974, -100.5383)",Schleicher County
3002,Wyoming,43.0564,-104.4754,2460,"(43.0564, -104.4754)",Niobrara County
3003,South Dakota,44.9804,-101.6658,2455,"(44.9804, -101.6658)",Ziebach County
3004,Kansas,37.4537,-96.2441,2453,"(37.4537, -96.2441)",Elk County
3005,Kansas,39.3504,-100.4418,2450,"(39.3504, -100.4418)",Sheridan County
3006,Kansas,37.5582,-99.2861,2445,"(37.5582, -99.2861)",Kiowa County
3007,Kansas,39.3497,-99.8832,2430,"(39.3497, -99.8832)",Graham County
3008,Texas,36.2777,-101.8934,2414,"(36.2777, -101.8934)",Sherman County
3009,Colorado,40.8759,-102.3518,2391,"(40.8759, -102.3518)",Sedgwick County
3010,North Dakota,46.9801,-99.7801,2391,"(46.9801, -99.7801)",Kidder County
3011,South Dakota,44.0234,-98.0913,2373,"(44.0234, -98.0913)",Sanborn County
3012,Georgia,32.0468,-84.5511,2354,"(32.0468, -84.5511)",Webster County
3013,North Dakota,47.7176,-98.9016,2345,"(47.7176, -98.9016)",Eddy County
3014,Colorado,37.7517,-108.5174,2329,"(37.7517, -108.5174)",Dolores County
3015,Alaska,58.2873,-135.6402,2329,"(58.2873, -135.6402)",Haines Borough
3016,North Dakota,46.3583,-101.6397,2320,"(46.3583, -101.6397)",Grant County
3017,South Dakota,44.0219,-97.6102,2312,"(44.0219, -97.6102)",Miner County
3018,Washington,46.4316,-117.5452,2310,"(46.4316, -117.5452)",Garfield County
3019,North Dakota,47.4573,-98.237,2309,"(47.4573, -98.237)",Griggs County
3020,North Dakota,48.719,-101.6578,2282,"(48.719, -101.6578)",Renville County
