,DATE,AVGDV_max,LLDV_max,MXDV_max,MXDV_HEIGHT_max,DEPTH_max,MAX_SHEAR_max,MAX_SHEAR_HEIGHT_max,location,county,state,Event Month,power_outage
18335,2023-06-15,48,72,77,19,15.6,28,18.8,"(32.81688, -96.11877)",Hunt County,Texas,,False
18336,2023-06-15,38,71,93,26,21.0,36,26.3,"(32.85634, -96.1652)",Hunt County,Texas,,False
18337,2023-06-15,43,59,80,20,26.6,27,20.2,"(32.402395, -96.439615)",Kaufman County,Texas,,False
18338,2023-06-15,51,85,86,11,13.8,28,10.6,"(32.26543, -96.98382)",Ellis County,Texas,,False
18339,2023-06-15,44,33,78,9,9.6,25,9.0,"(32.80181, -90.77876)",Sharkey County,Mississippi,,False
18340,2023-06-15,41,53,53,2,7.6,25,5.7,"(32.80034, -89.66978)",Leake County,Mississippi,,False
18341,2023-06-15,49,64,70,10,5.6,21,9.6,"(32.78471, -90.8424)",Sharkey County,Mississippi,,False
18342,2023-06-15,30,28,70,18,25.9,35,17.9,"(32.7404, -89.88791)",Holmes County,Mississippi,,False
18343,2023-06-15,32,30,85,19,22.2,27,19.0,"(33.06328, -90.37921)",Humphreys County,Mississippi,,False
18344,2023-06-15,29,53,63,19,25.4,19,19.3,"(31.8748, -90.90842)",Claiborne County,Mississippi,,False
18345,2023-06-15,32,86,89,4,28.9,33,3.8,"(32.407475000000005, -89.11141)",Newton County,Mississippi,,False
18346,2023-06-15,40,56,79,9,7.3,25,8.9,"(32.10275, -89.02422)",Clarke County,Mississippi,,False
18347,2023-06-15,22,28,74,31,26.8,22,30.8,"(31.78214, -90.84326)",Claiborne County,Mississippi,,False
18348,2023-06-15,26,40,74,9,25.2,24,8.7,"(32.49766, -89.07459)",Newton County,Mississippi,,False
18349,2023-06-15,49,56,85,26,29.2,39,26.4,"(32.907439999999994, -89.718544)",Attala County,Mississippi,,False
18350,2023-06-15,27,28,84,7,25.4,27,6.7,"(32.48415, -89.07031)",Newton County,Mississippi,,False
18351,2023-06-15,69,101,133,32,29.7,82,32.2,"(41.88876783783784, -83.47449243243243)",Monroe County,Michigan,,False
18352,2023-06-15,61,97,127,18,23.7,88,17.5,"(42.34834666666666, -83.90074166666666)",Washtenaw County,Michigan,,False
18353,2023-06-15,73,81,116,11,14.5,146,10.7,"(41.933336, -83.29216)",Monroe County,Michigan,,False
18354,2023-06-15,65,90,133,24,28.2,62,26.1,"(42.42090090909091, -83.93236454545455)",Livingston County,Michigan,,False
18355,2023-06-15,62,102,117,31,30.4,43,30.9,"(41.48732111111112, -83.08485888888889)",Ottawa County,Ohio,,False
18356,2023-06-15,53,93,93,1,11.1,62,0.7,"(41.8616, -83.081345)",Monroe County,Michigan,,False
18357,2023-06-15,68,94,100,15,19.7,96,15.1,"(41.912275, -83.1986875)",Monroe County,Michigan,,False
18358,2023-06-15,28,26,70,14,12.9,40,13.7,"(41.82255, -83.02308)",Monroe County,Michigan,,False
18359,2023-06-15,59,77,126,24,29.6,47,31.6,"(41.44919222222222, -83.0452711111111)",Ottawa County,Ohio,,False
18360,2023-06-15,72,114,124,18,23.8,88,18.1,"(42.400083333333335, -83.86308333333334)",Washtenaw County,Michigan,,False
18361,2023-06-15,51,55,93,10,17.8,38,9.8,"(41.52597, -83.1356)",Ottawa County,Ohio,,False
18362,2023-06-15,70,105,106,17,18.0,65,17.4,"(42.408165, -83.9243)",Livingston County,Michigan,,False
18363,2023-06-15,50,93,109,26,24.9,49,26.1,"(41.58341, -83.133815)",Ottawa County,Ohio,,False
18364,2023-06-15,71,97,123,13,19.0,100,13.3,"(42.38768666666667, -83.85902333333333)",Washtenaw County,Michigan,,False
18365,2023-06-15,60,92,93,27,26.0,61,0.6,"(41.71306, -83.45917)",Lucas County,Ohio,,False
18366,2023-06-15,49,31,128,23,19.3,65,23.1,"(42.44455, -84.01693)",Livingston County,Michigan,,False
18367,2023-06-15,86,127,149,25,27.9,87,24.7,"(41.6459525, -83.340955)",Lucas County,Ohio,,False
18368,2023-06-15,48,94,107,17,26.4,50,16.9,"(41.5712675, -83.20555)",Ottawa County,Ohio,,False
18369,2023-06-15,63,65,91,4,13.4,82,4.1,"(41.93613, -83.2158)",Monroe County,Michigan,,False
18370,2023-06-15,74,102,121,26,23.6,145,26.4,"(41.925005, -83.19019)",Monroe County,Michigan,,False
18371,2023-06-15,31,27,86,14,20.7,69,14.3,"(42.35331, -83.78957)",Washtenaw County,Michigan,,False
18372,2023-06-15,64,89,95,11,16.2,66,11.2,"(41.71094, -83.50568)",Lucas County,Ohio,,False
18373,2023-06-15,38,32,84,9,17.5,35,9.2,"(41.5958, -83.10309)",Ottawa County,Ohio,,False
18374,2023-06-15,50,73,98,17,23.9,34,16.8,"(41.91995666666666, -83.23571333333332)",Monroe County,Michigan,,False
18375,2023-06-15,36,26,74,11,10.6,31,10.7,"(42.06996, -83.3831)",Monroe County,Michigan,,False
18376,2023-06-15,44,58,110,9,14.6,55,9.9,"(42.50251666666667, -84.08831666666667)",Ingham County,Michigan,,False
18377,2023-06-15,36,33,83,11,24.5,26,11.4,"(31.22703, -86.45427)",Covington County,Alabama,,False
18378,2023-06-15,37,33,80,8,9.5,27,8.3,"(31.77651, -86.29862)",Crenshaw County,Alabama,,False
18379,2023-06-15,34,51,53,7,9.3,20,7.2,"(31.15425, -84.70195)",Miller County,Georgia,,False
18380,2023-06-15,30,31,71,12,7.2,22,12.0,"(32.04994, -84.68655)",Stewart County,Georgia,,False
18381,2023-06-15,41,41,73,6,7.1,24,6.3,"(32.24478, -85.47512)",Bullock County,Alabama,,False
18382,2023-06-15,33,61,81,32,33.8,28,32.2,"(30.99856875, -86.15011375)",Geneva County,Alabama,,False
18383,2023-06-15,49,68,73,7,6.2,30,6.5,"(32.09217, -85.39402)",Barbour County,Alabama,,False
18384,2023-06-15,25,27,90,24,23.9,33,24.2,"(31.6433, -86.27006)",Crenshaw County,Alabama,,False
18385,2023-06-15,37,36,71,10,20.1,21,9.5,"(31.20743, -86.46794)",Covington County,Alabama,,False
18386,2023-06-15,33,66,66,7,25.7,20,6.8,"(32.270405, -85.86611500000001)",Bullock County,Alabama,,False
18387,2023-06-15,33,82,104,10,24.3,36,10.1,"(32.24974, -85.30935666666666)",Russell County,Alabama,,False
18388,2023-06-15,50,72,72,4,5.0,23,4.2,"(31.29377, -84.48503)",Baker County,Georgia,,False
18389,2023-06-15,29,44,61,8,18.0,21,7.8,"(31.31031, -86.13852)",Covington County,Alabama,,False
18390,2023-06-15,33,29,66,7,21.6,31,7.3,"(31.09471, -86.09858)",Geneva County,Alabama,,False
18391,2023-06-15,32,78,78,4,5.4,41,3.5,"(31.04657, -85.76155)",Geneva County,Alabama,,False
18392,2023-06-15,41,37,58,8,13.6,33,7.7,"(30.956615, -85.61392000000001)",Jackson County,Florida,,False
18393,2023-06-15,31,40,74,25,28.2,37,24.8,"(30.61618, -86.63043499999999)",Okaloosa County,Florida,,False
18394,2023-06-15,45,49,107,30,29.0,44,29.8,"(30.79298125, -86.71238625000001)",Okaloosa County,Florida,,False
18395,2023-06-15,25,38,60,32,27.3,21,31.6,"(30.734955, -86.78891)",Okaloosa County,Florida,,False
18396,2023-06-15,39,46,71,2,11.2,57,2.1,"(30.78116, -85.65311)",Holmes County,Florida,,False
18397,2023-06-15,38,52,60,7,15.5,24,6.7,"(31.082735, -85.41967)",Houston County,Alabama,,False
18398,2023-06-15,35,41,84,20,28.5,36,19.6,"(30.840570000000003, -86.58362)",Okaloosa County,Florida,,False
18399,2023-06-15,32,37,53,7,7.2,18,7.1,"(30.9114, -86.812565)",Okaloosa County,Florida,,False
18400,2023-06-15,27,29,95,30,27.0,44,29.8,"(30.53168, -86.61589)",Okaloosa County,Florida,,False
18401,2023-06-15,39,41,59,8,18.0,33,7.8,"(30.99129, -85.75153)",Geneva County,Alabama,,False
18402,2023-06-15,40,54,66,31,27.4,24,31.3,"(30.959903333333333, -86.66864)",Okaloosa County,Florida,,False
18403,2023-06-15,36,52,52,5,8.4,35,2.5,"(30.90713, -85.71968)",Holmes County,Florida,,False
18404,2023-06-15,32,36,91,20,25.6,27,19.8,"(30.81539, -86.88461)",Santa Rosa County,Florida,,False
18405,2023-06-15,65,67,141,26,30.4,66,26.3,"(34.652162, -98.451309)",Comanche County,Oklahoma,,False
18406,2023-06-15,47,68,108,5,25.2,76,4.8,"(34.51127, -98.54994)",Comanche County,Oklahoma,,False
18407,2023-06-15,65,107,129,24,28.5,56,23.7,"(34.54002111111111, -98.15342777777778)",Stephens County,Oklahoma,,False
18408,2023-06-15,45,41,111,28,28.9,55,27.6,"(34.4866, -98.41967)",Comanche County,Oklahoma,,False
18409,2023-06-15,40,47,75,16,19.8,22,15.9,"(34.37279, -97.90983)",Stephens County,Oklahoma,,False
18410,2023-06-15,35,58,58,2,5.4,35,2.0,"(34.55148, -98.48317)",Comanche County,Oklahoma,,False
18411,2023-06-15,51,76,119,25,26.2,35,24.9,"(34.16243, -97.98036)",Jefferson County,Oklahoma,,False
18412,2023-06-15,52,79,133,19,27.8,43,26.5,"(34.45009, -97.951288)",Stephens County,Oklahoma,,False
18413,2023-06-15,45,65,83,23,26.5,29,23.0,"(34.372788, -98.075678)",Stephens County,Oklahoma,,False
18414,2023-06-15,27,67,67,21,22.3,12,20.5,"(38.04439333333333, -102.35243666666668)",Prowers County,Colorado,,False
18415,2023-06-15,26,51,51,5,25.4,16,6.4,"(34.70695, -88.19113)",Tishomingo County,Mississippi,,False
18416,2023-06-15,33,34,77,14,23.0,26,13.8,"(30.76358, -82.55092)",Clinch County,Georgia,,False
18417,2023-06-15,38,52,57,9,10.5,19,8.6,"(31.31336333333333, -81.88768666666667)",Brantley County,Georgia,,False
18418,2023-06-15,54,46,88,7,6.8,28,6.6,"(30.92949, -82.56582)",Clinch County,Georgia,,False
18419,2023-06-15,25,34,100,27,28.4,34,26.5,"(31.066830000000003, -90.18519)",Walthall County,Mississippi,,False
18420,2023-06-15,31,42,74,18,15.3,45,18.0,"(30.62131, -90.17822)",Saint Tammany Parish,Louisiana,,False
18421,2023-06-15,24,34,71,30,25.2,22,29.7,"(31.14205, -89.50252)",Lamar County,Mississippi,,False
18422,2023-06-15,67,134,134,33,30.3,64,32.6,"(41.2897325, -82.81602375)",Huron County,Ohio,,False
18423,2023-06-15,56,82,109,18,22.5,46,18.2,"(41.36952166666666, -82.88949)",Huron County,Ohio,,False
18424,2023-06-15,57,129,129,5,21.8,58,4.6,"(41.39156, -82.79319)",Erie County,Ohio,,False
18425,2023-06-15,56,94,107,21,18.7,41,20.8,"(41.3531, -82.909986)",Sandusky County,Ohio,,False
18426,2023-06-15,70,121,121,25,22.3,62,25.3,"(41.157665, -82.7263875)",Huron County,Ohio,,False
18427,2023-06-15,62,94,123,21,29.6,44,21.4,"(41.2388925, -82.97186500000001)",Sandusky County,Ohio,,False
18428,2023-06-15,68,123,126,33,30.2,45,32.6,"(41.36459416666667, -82.99576666666667)",Sandusky County,Ohio,,False
18429,2023-06-15,40,103,103,6,24.4,39,5.6,"(41.18887, -82.9263)",Sandusky County,Ohio,,False
18430,2023-06-15,75,95,144,21,22.9,55,20.6,"(41.39931, -82.9033925)",Ottawa County,Ohio,,False
18431,2023-06-15,69,96,115,21,22.2,61,21.4,"(41.162375, -82.68835999999999)",Huron County,Ohio,,False
18432,2023-06-15,56,93,111,12,9.3,38,11.7,"(41.406795, -83.02542)",Sandusky County,Ohio,,False
18433,2023-06-15,48,93,108,16,20.5,52,15.7,"(41.302455, -82.77075500000001)",Huron County,Ohio,,False
18434,2023-06-15,55,25,105,11,8.7,48,11.0,"(41.657115000000005, -82.76074)",Erie County,Ohio,,False
18435,2023-06-15,57,90,126,28,28.3,52,28.4,"(41.31082272727272, -82.8743309090909)",Huron County,Ohio,,False
18436,2023-06-15,56,118,118,5,26.7,49,4.8,"(41.34418333333333, -82.82759666666666)",Huron County,Ohio,,False
18437,2023-06-15,41,55,91,20,27.9,35,19.8,"(41.37948, -82.88512)",Huron County,Ohio,,False
18438,2023-06-15,38,70,95,30,24.7,37,29.9,"(41.44426, -82.84677)",Ottawa County,Ohio,,False
18439,2023-06-15,74,91,141,11,9.4,50,11.4,"(41.7692325, -82.76808750000001)",Ottawa County,Ohio,,False
18440,2023-06-15,70,131,131,22,29.5,48,22.2,"(41.40455285714285, -82.98878571428573)",Sandusky County,Ohio,,False
18441,2023-06-15,35,55,106,24,25.5,35,23.8,"(33.97063, -92.24157)",Cleveland County,Arkansas,,False
18442,2023-06-15,42,81,81,2,26.8,33,2.2,"(28.74394, -80.74323)",Brevard County,Florida,,False
18443,2023-06-15,43,73,84,27,25.3,35,27.4,"(28.96495, -81.17587)",Volusia County,Florida,,False
18444,2023-06-15,60,85,117,30,28.9,44,30.7,"(29.055055714285714, -81.25426)",Volusia County,Florida,,False
18445,2023-06-15,44,89,123,16,25.9,48,15.5,"(28.963455000000003, -80.940035)",Volusia County,Florida,,False
18446,2023-06-15,42,88,94,30,27.4,36,30.1,"(29.07814, -81.2822)",Volusia County,Florida,,False
18447,2023-06-15,54,84,84,3,15.1,29,2.8,"(29.10833, -81.23451)",Volusia County,Florida,,False
18448,2023-06-15,45,61,94,12,19.9,45,12.4,"(28.56035, -81.87939)",Lake County,Florida,,False
18449,2023-06-15,38,40,124,15,24.0,51,14.6,"(28.94411, -81.09096)",Volusia County,Florida,,False
18450,2023-06-15,61,89,89,2,11.4,42,1.8,"(28.87415, -81.55733)",Lake County,Florida,,False
18451,2023-06-15,34,33,85,10,18.6,51,9.8,"(28.54805, -80.87065)",Brevard County,Florida,,False
18452,2023-06-15,44,35,82,10,23.7,56,9.6,"(27.89055, -80.32576499999999)",Indian River County,Florida,,False
18453,2023-06-15,50,81,81,7,33.1,25,6.5,"(28.9400325, -80.881175)",Volusia County,Florida,,False
18454,2023-06-15,36,68,68,7,18.8,20,7.3,"(31.501725, -87.87114500000001)",Clarke County,Alabama,,False
18455,2023-06-15,45,79,79,12,40.6,26,12.4,"(31.148088, -87.431312)",Escambia County,Alabama,,False
18456,2023-06-15,35,56,56,5,23.1,18,4.8,"(31.294396, -87.654746)",Monroe County,Alabama,,False
18457,2023-06-15,34,53,75,22,37.8,31,21.5,"(30.917213333333333, -87.47977666666668)",Escambia County,Alabama,,False
18458,2023-06-15,48,61,105,18,25.2,56,18.0,"(30.93788714285714, -87.73018857142857)",Baldwin County,Alabama,,False
18459,2023-06-15,42,56,104,22,25.2,33,22.3,"(31.203924, -87.492954)",Escambia County,Alabama,,False
18460,2023-06-15,37,24,86,18,15.7,43,18.2,"(31.18419, -88.44244)",Greene County,Mississippi,,False
18461,2023-06-15,44,88,95,11,29.3,43,11.0,"(30.52578, -90.7814)",Livingston Parish,Louisiana,,False
18462,2023-06-15,70,86,143,28,23.5,51,27.8,"(30.529551666666663, -90.95487)",Livingston Parish,Louisiana,,False
18463,2023-06-15,56,71,94,12,10.1,38,12.3,"(30.63391, -90.14529)",Saint Tammany Parish,Louisiana,,False
18464,2023-06-15,61,89,146,28,25.4,52,28.3,"(30.72629, -90.26475578947368)",Washington Parish,Louisiana,,False
18465,2023-06-15,56,85,94,6,23.9,36,5.6,"(30.74337, -90.24062)",Washington Parish,Louisiana,,False
18466,2023-06-15,75,105,122,27,28.8,177,27.4,"(30.33671761904762, -90.5972280952381)",Livingston Parish,Louisiana,,False
18467,2023-06-15,37,77,77,2,19.3,65,2.2,"(29.98832, -90.04029)",Orleans Parish,Louisiana,,False
18468,2023-06-15,59,85,88,15,12.1,30,15.0,"(30.78084, -90.26377)",Washington Parish,Louisiana,,False
18469,2023-06-15,65,77,92,7,9.6,120,7.1,"(30.24472, -90.44364)",Saint John the Baptist Parish,Louisiana,,False
18470,2023-06-15,38,55,55,7,5.1,18,2.0,"(40.593465, -111.811385)",Salt Lake County,Utah,,False
18471,2023-06-15,72,161,161,2,5.2,49,2.3,"(40.60026666666666, -111.71169666666668)",Salt Lake County,Utah,,False
18472,2023-06-15,35,52,52,1,7.2,22,1.2,"(40.76255, -111.9348)",Salt Lake County,Utah,,False
18473,2023-06-15,66,136,136,2,5.0,41,2.3,"(40.53712, -111.78341)",Salt Lake County,Utah,,False
18474,2023-06-15,65,66,158,5,5.1,48,4.9,"(40.409015, -112.56563)",Tooele County,Utah,,False
18475,2023-06-15,55,115,115,1,7.3,62,0.8,"(41.0344, -111.85921)",Davis County,Utah,,False
18476,2023-06-15,62,94,111,5,5.3,33,5.1,"(40.54979, -111.76543)",Salt Lake County,Utah,,False
18477,2023-06-15,68,90,100,3,5.9,53,3.3,"(41.63133666666666, -112.02278666666666)",Box Elder County,Utah,,False
18478,2023-06-15,46,40,74,5,4.9,22,5.1,"(40.59643, -111.71662)",Salt Lake County,Utah,,False
18479,2023-06-15,58,77,79,5,7.4,43,4.8,"(40.96142, -111.80765)",Davis County,Utah,,False
18480,2023-06-15,59,128,128,1,5.2,57,1.0,"(40.68039, -112.25719)",Tooele County,Utah,,False
18481,2023-06-15,45,64,64,1,10.2,25,1.4,"(40.58767, -112.30768)",Tooele County,Utah,,False
18482,2023-06-15,54,66,109,5,5.3,33,5.1,"(40.537193333333335, -111.78347666666669)",Salt Lake County,Utah,,False
18483,2023-06-15,44,60,85,5,5.0,25,5.0,"(40.51459, -111.78808)",Salt Lake County,Utah,,False
18484,2023-06-15,51,87,87,5,5.2,26,4.8,"(40.5972, -111.716465)",Salt Lake County,Utah,,False
18485,2023-06-15,52,65,75,7,5.0,25,6.5,"(40.70348, -111.78807)",Salt Lake County,Utah,,False
18486,2023-06-15,35,52,73,9,11.0,24,8.6,"(31.832765, -86.09772000000001)",Pike County,Alabama,,False
18487,2023-06-15,44,70,75,6,27.8,25,6.2,"(31.82295, -85.5432675)",Barbour County,Alabama,,False
18488,2023-06-15,28,67,67,5,11.1,21,4.8,"(32.73922, -86.76796)",Chilton County,Alabama,,False
18489,2023-06-15,35,56,56,3,5.8,23,3.4,"(32.47634, -86.5752)",Autauga County,Alabama,,False
18490,2023-06-15,37,73,117,12,24.3,35,12.3,"(31.64831, -85.835375)",Pike County,Alabama,,False
18491,2023-06-15,39,54,86,12,19.3,26,12.2,"(31.79213, -86.33394)",Crenshaw County,Alabama,,False
18492,2023-06-15,46,81,81,1,8.0,113,9.3,"(35.36673, -97.72792)",Canadian County,Oklahoma,,False
18493,2023-06-15,46,78,81,10,8.0,77,1.9,"(35.35367, -97.82181)",Grady County,Oklahoma,,False
18494,2023-06-15,29,28,71,13,9.4,25,13.2,"(34.52498, -97.52584)",Carter County,Oklahoma,,False
18495,2023-06-15,35,85,99,22,26.3,42,21.5,"(35.10362, -96.78742)",Seminole County,Oklahoma,,False
18496,2023-06-15,34,75,75,6,20.7,27,6.0,"(34.90632, -96.73772)",Seminole County,Oklahoma,,False
18497,2023-06-15,37,23,86,13,16.4,60,12.6,"(35.28158, -97.06214)",Pottawatomie County,Oklahoma,,False
18498,2023-06-15,51,72,96,14,9.7,33,13.7,"(34.5114, -97.29675)",Murray County,Oklahoma,,False
18499,2023-06-15,50,84,86,24,20.6,38,24.0,"(35.035745, -96.777935)",Seminole County,Oklahoma,,False
18500,2023-06-15,27,26,86,26,21.7,31,25.8,"(34.49254, -97.4604)",Carter County,Oklahoma,,False
18501,2023-06-15,46,86,93,28,22.5,35,28.1,"(27.16556333333333, -80.88707)",Glades County,Florida,,False
18502,2023-06-15,31,59,86,32,25.2,29,31.5,"(27.14792, -80.98351)",Glades County,Florida,,False
18503,2023-06-15,28,78,78,6,23.8,27,6.1,"(27.09585, -80.97789)",Glades County,Florida,,False
18504,2023-06-15,49,87,98,27,22.5,43,27.1,"(26.11099, -80.42638)",Broward County,Florida,,False
18505,2023-06-15,41,84,85,26,21.4,39,4.4,"(27.19843, -80.55163)",Martin County,Florida,,False
18506,2023-06-15,30,52,52,3,6.1,20,3.1,"(38.81136, -104.90441)",El Paso County,Colorado,,False
18507,2023-06-15,29,28,93,18,24.5,30,18.1,"(37.67008, -103.91476)",Otero County,Colorado,,False
18508,2023-06-15,47,88,89,13,19.3,31,6.1,"(36.57578, -79.29559)",City of Danville,Virginia,,False
18509,2023-06-15,55,80,80,3,9.9,29,2.7,"(35.26776, -78.68137)",Harnett County,North Carolina,,False
18510,2023-06-15,57,77,79,4,6.5,39,4.1,"(40.71538, -112.57456)",Tooele County,Utah,,False
18511,2023-06-15,58,87,97,25,21.7,38,13.1,"(40.83591, -112.836502)",Tooele County,Utah,,False
18512,2023-06-15,56,81,91,9,16.6,43,9.4,"(40.83173, -112.63315)",Tooele County,Utah,,False
18513,2023-06-15,61,79,97,13,10.9,67,12.5,"(40.87318, -112.42038)",Tooele County,Utah,,False
18514,2023-06-15,60,86,86,3,7.8,33,3.3,"(41.64012, -112.08827)",Box Elder County,Utah,,False
18515,2023-06-15,33,66,66,6,25.9,26,23.7,"(29.853656666666662, -83.71411)",Taylor County,Florida,,False
18516,2023-06-15,32,60,75,15,26.0,23,15.0,"(29.64146, -83.85891000000001)",Taylor County,Florida,,False
18517,2023-06-15,45,54,80,8,9.0,28,7.7,"(30.51774, -85.22486)",Calhoun County,Florida,,False
18518,2023-06-15,25,52,52,7,17.7,16,6.7,"(29.60832, -83.86892)",Taylor County,Florida,,False
18519,2023-06-15,37,55,55,4,26.3,24,8.2,"(29.80129, -84.24396999999999)",Wakulla County,Florida,,False
18520,2023-06-15,66,75,145,12,26.9,45,11.6,"(31.01955875, -84.6714975)",Decatur County,Georgia,,False
18521,2023-06-15,28,56,56,3,5.0,25,2.8,"(30.57212, -83.66425)",Jefferson County,Florida,,False
18522,2023-06-15,41,56,65,10,16.3,24,9.5,"(31.10058, -84.57875)",Miller County,Georgia,,False
18523,2023-06-15,34,54,54,4,6.6,17,4.3,"(30.90995, -85.09242)",Jackson County,Florida,,False
18524,2023-06-15,35,58,58,4,11.5,20,5.7,"(29.64146, -84.56916)",Franklin County,Florida,,False
18525,2023-06-15,37,41,75,8,17.9,82,7.9,"(30.61158, -84.439)",Gadsden County,Florida,,False
18526,2023-06-15,36,59,59,4,18.2,20,4.3,"(31.17902, -84.53879)",Miller County,Georgia,,False
18527,2023-06-15,30,85,87,29,22.5,30,28.7,"(28.54648, -82.86441)",Hernando County,Florida,,False
18528,2023-06-15,36,35,72,12,18.4,21,12.0,"(30.01454, -83.2528)",Lafayette County,Florida,,False
18529,2023-06-15,35,57,57,3,5.2,23,3.2,"(30.23888, -83.17514)",Lafayette County,Florida,,False
18530,2023-06-15,37,45,76,7,7.1,23,6.8,"(31.55367, -82.34997)",Bacon County,Georgia,,False
18531,2023-06-15,39,63,89,8,24.1,35,8.3,"(30.40227, -83.56720666666666)",Madison County,Florida,,False
18532,2023-06-15,46,64,65,7,5.7,24,7.1,"(31.57848, -82.84563)",Coffee County,Georgia,,False
18533,2023-06-15,22,30,76,26,45.2,27,25.5,"(30.28022, -83.63318)",Taylor County,Florida,,False
18534,2023-06-15,33,50,68,6,20.0,29,6.2,"(30.38234, -83.44271)",Madison County,Florida,,False
18535,2023-06-15,29,55,55,4,5.7,21,3.6,"(31.55689, -83.25519)",Irwin County,Georgia,,False
18536,2023-06-15,32,62,62,9,25.9,19,8.7,"(30.35066, -83.78357)",Jefferson County,Florida,,False
18537,2023-06-15,38,50,68,4,12.4,31,4.1,"(30.35615, -83.22603)",Madison County,Florida,,False
18538,2023-06-15,37,75,75,6,7.5,26,5.7,"(30.49509, -83.78731)",Jefferson County,Florida,,False
18539,2023-06-15,45,72,72,24,27.7,26,24.1,"(30.372711428571428, -83.71169142857143)",Jefferson County,Florida,,False
18540,2023-06-15,35,61,61,3,5.2,25,3.3,"(30.39743, -83.49515)",Madison County,Florida,,False
18541,2023-06-15,36,54,61,7,7.1,19,6.6,"(37.18427, -99.05777)",Comanche County,Kansas,,False
18542,2023-06-16,39,62,79,24,19.0,32,24.4,"(38.45822, -77.66261)",Fauquier County,Virginia,,False
18543,2023-06-16,44,60,65,13,10.5,25,12.9,"(38.98826, -77.65879)",Prince William County,Virginia,,False
18544,2023-06-16,50,88,105,31,24.3,41,30.9,"(38.317906, -77.606209)",Spotsylvania County,Virginia,,False
18545,2023-06-16,57,77,91,7,13.7,82,7.3,"(38.435855, -76.886595)",Saint Mary's County,Maryland,,False
18546,2023-06-16,51,87,97,30,25.3,35,29.6,"(37.94486, -76.86963)",Essex County,Virginia,,False
18547,2023-06-16,31,80,88,26,20.0,33,26.1,"(38.71728, -77.80284)",Fauquier County,Virginia,,False
18548,2023-06-16,30,52,52,4,12.9,17,4.4,"(37.00776, -78.00636)",Nottoway County,Virginia,,False
18549,2023-06-16,48,84,84,4,7.9,32,3.6,"(36.93323, -76.15762)",City of Norfolk,Virginia,,False
18550,2023-06-16,29,52,52,1,27.4,41,1.4,"(36.97745, -76.592)",Isle of Wight County,Virginia,,False
18551,2023-06-16,41,71,79,13,19.4,27,13.1,"(34.29677, -83.80933)",Hall County,Georgia,,False
18552,2023-06-16,59,86,92,12,22.1,34,12.4,"(34.15432333333333, -83.63520333333334)",Jackson County,Georgia,,False
18553,2023-06-16,50,92,92,2,16.3,45,1.7,"(34.19715, -84.29671)",Fulton County,Georgia,,False
18554,2023-06-16,41,58,58,1,8.1,119,0.5,"(46.83137, -100.93305)",Morton County,North Dakota,,False
18555,2023-06-16,32,51,73,20,26.7,22,20.1,"(33.04728, -87.79108500000001)",Hale County,Alabama,,False
18556,2023-06-16,46,53,61,4,5.3,38,3.0,"(33.105125, -87.26447999999999)",Tuscaloosa County,Alabama,,False
18557,2023-06-16,51,60,73,6,7.6,36,6.1,"(33.563285, -87.21785)",Jefferson County,Alabama,,False
18558,2023-06-16,45,58,90,30,27.0,33,30.3,"(39.72056, -76.21275)",Cecil County,Maryland,,False
18559,2023-06-16,59,100,100,4,14.3,33,4.1,"(39.79587, -76.14268)",Lancaster County,Pennsylvania,,False
18560,2023-06-16,33,72,72,4,5.3,27,3.8,"(41.17607, -82.75749)",Huron County,Ohio,,False
18561,2023-06-16,52,61,80,12,24.4,28,12.2,"(40.82509555555556, -82.24821444444444)",Ashland County,Ohio,,False
18562,2023-06-16,47,75,77,7,12.3,24,7.1,"(40.7746, -82.680735)",Crawford County,Ohio,,False
18563,2023-06-16,32,59,59,4,23.9,22,3.7,"(40.75735, -82.24362)",Ashland County,Ohio,,False
18564,2023-06-16,39,50,69,6,6.0,24,5.6,"(41.05351, -82.7827)",Huron County,Ohio,,False
18565,2023-06-16,31,61,61,7,11.5,18,7.0,"(40.6662, -82.48354)",Sandusky County,Ohio,,False
18566,2023-06-16,48,78,92,11,27.4,31,11.0,"(40.74971428571428, -82.43733357142857)",Richland County,Ohio,,False
18567,2023-06-16,37,67,78,11,19.8,32,11.1,"(41.128705, -82.610415)",Huron County,Ohio,,False
18568,2023-06-16,48,81,88,18,24.2,36,18.1,"(40.97354333333333, -82.45586666666667)",Huron County,Ohio,,False
18569,2023-06-16,44,75,104,29,25.0,52,28.8,"(40.126522, -83.418456)",Union County,Ohio,,False
18570,2023-06-16,65,86,107,29,27.6,51,28.5,"(40.53114090909091, -82.43451090909092)",Sandusky County,Ohio,,False
18571,2023-06-16,37,82,82,5,15.1,36,4.7,"(40.50871, -82.28652)",Knox County,Ohio,,False
18572,2023-06-16,48,53,88,10,8.9,36,10.4,"(40.64431, -82.55205)",Richland County,Ohio,,False
18573,2023-06-16,54,84,92,13,10.7,31,12.8,"(40.78709333333333, -82.71008)",Crawford County,Ohio,,False
18574,2023-06-16,60,60,93,8,7.2,47,8.2,"(40.48428, -82.52339)",Knox County,Ohio,,False
18575,2023-06-16,39,46,79,11,9.2,31,10.8,"(40.68962, -82.73068)",Crawford County,Ohio,,False
