,DATE,AVGDV_max,LLDV_max,MXDV_max,MXDV_HEIGHT_max,DEPTH_max,MAX_SHEAR_max,MAX_SHEAR_HEIGHT_max,location,county,state,Event Month,power_outage
0,2023-01-01,36,49,56,7,6.5,29,6.6,"(32.39305, -110.68147)",Pima County,Arizona,,False
1,2023-01-01,52,96,96,2,5.9,86,1.8,"(32.18141, -110.52664)",Cochise County,Arizona,,False
2,2023-01-01,31,50,50,4,9.1,17,4.2,"(34.34357, -117.82177)",San Bernardino County,California,,False
3,2023-01-01,35,62,62,6,8.3,21,6.4,"(34.29869, -117.62836)",San Bernardino County,California,,False
4,2023-01-01,39,52,52,4,5.0,24,2.6,"(35.0269, -118.24596)",Kern County,California,,False
5,2023-01-01,29,52,52,4,6.9,18,3.8,"(34.34357, -117.82177)",San Bernardino County,California,,False
6,2023-01-01,47,44,122,12,15.0,346,11.4,"(34.48809333333333, -111.22362)",Gila County,Arizona,,False
7,2023-01-01,39,30,86,9,6.9,33,9.2,"(36.36179, -120.53788)",Fresno County,California,,False
8,2023-01-01,49,39,106,4,7.4,370,3.8,"(37.65196, -112.82785)",Iron County,Utah,,False
9,2023-01-01,67,88,108,14,11.1,53,13.5,"(33.976775, -112.37438)",Yavapai County,Arizona,,False
10,2023-01-01,28,31,76,18,13.7,29,17.8,"(34.14096, -112.33159)",Yavapai County,Arizona,,False
11,2023-01-01,41,73,91,19,14.7,33,18.7,"(34.14545, -112.30123)",Yavapai County,Arizona,,False
12,2023-01-01,31,51,51,7,8.5,15,6.9,"(38.91239, -119.87524)",Douglas County,Nevada,,False
13,2023-01-01,41,63,84,2,5.8,65,2.3,"(34.86271, -119.97364)",Santa Barbara County,California,,False
14,2023-01-02,57,79,86,10,13.5,67,10.4,"(36.15464, -87.03635)",Cheatham County,Tennessee,January,False
15,2023-01-02,50,79,107,20,17.6,99,19.6,"(36.144235, -86.971035)",Cheatham County,Tennessee,January,False
16,2023-01-02,59,103,108,30,28.1,56,29.6,"(35.98543133333333, -87.39105599999999)",Dickson County,Tennessee,January,False
17,2023-01-02,59,82,112,14,19.7,65,14.3,"(36.04496, -87.24549)",Dickson County,Tennessee,January,False
18,2023-01-02,35,37,124,32,28.7,49,31.5,"(35.90745, -87.4783)",Hickman County,Tennessee,January,False
19,2023-01-02,50,82,94,24,20.2,33,23.7,"(35.79079, -87.57653)",Hickman County,Tennessee,January,False
20,2023-01-02,44,90,96,8,16.9,96,8.1,"(36.179625, -86.86277999999999)",Davidson County,Tennessee,January,False
21,2023-01-02,37,53,67,3,5.8,50,3.3,"(34.58147, -104.03828)",De Baca County,New Mexico,January,False
22,2023-01-02,32,28,70,9,5.3,34,9.1,"(32.67306, -106.53458)",Dona Ana County,New Mexico,January,False
23,2023-01-02,40,59,59,3,8.6,35,3.0,"(32.81766, -106.55747)",Dona Ana County,New Mexico,January,False
24,2023-01-02,41,66,66,2,7.0,42,1.8,"(32.83692, -106.52515)",Otero County,New Mexico,January,False
25,2023-01-02,38,63,63,2,5.3,39,1.8,"(32.80316, -106.5196)",Otero County,New Mexico,January,False
26,2023-01-02,32,58,58,4,6.7,19,4.1,"(32.33867, -106.48898)",Dona Ana County,New Mexico,January,False
27,2023-01-02,37,63,63,4,7.9,30,3.9,"(32.64811, -106.52999)",Dona Ana County,New Mexico,January,False
28,2023-01-02,33,94,108,14,25.3,38,14.0,"(30.26588, -95.30242)",Montgomery County,Texas,January,False
29,2023-01-02,44,62,82,18,16.7,42,18.0,"(29.94241, -95.61148)",Harris County,Texas,January,False
30,2023-01-02,40,33,93,9,23.7,50,8.7,"(30.01708, -95.25205)",Harris County,Texas,January,False
31,2023-01-02,31,24,93,17,14.9,54,17.3,"(30.04796333333333, -95.10315333333334)",Harris County,Texas,January,False
32,2023-01-02,64,95,123,17,17.8,54,17.2,"(30.706000909090907, -95.66856454545454)",Walker County,Texas,January,False
33,2023-01-02,40,37,103,10,16.3,35,9.5,"(30.69675, -96.03044)",Grimes County,Texas,January,False
34,2023-01-02,56,34,104,9,23.5,47,8.7,"(30.697158, -95.662334)",Walker County,Texas,January,False
35,2023-01-02,69,107,107,3,5.6,71,2.9,"(29.67015, -95.64674)",Fort Bend County,Texas,January,False
36,2023-01-02,61,85,117,18,25.3,43,18.4,"(30.7881225, -95.4196625)",Walker County,Texas,January,False
37,2023-01-02,43,50,92,5,6.2,38,5.0,"(30.67538, -95.67887)",Walker County,Texas,January,False
38,2023-01-02,33,23,84,9,7.1,29,9.1,"(30.82583, -95.69093)",Walker County,Texas,January,False
39,2023-01-02,26,39,75,24,24.4,23,23.6,"(35.29058, -95.54517)",McIntosh County,Oklahoma,January,False
40,2023-01-02,59,91,96,6,20.0,33,6.3,"(34.28482, -90.58799)",Coahoma County,Mississippi,January,False
41,2023-01-02,50,85,140,13,26.7,85,13.4,"(35.02925, -90.51119)",Saint Francis County,Arkansas,January,False
42,2023-01-02,61,85,85,3,8.9,33,3.3,"(35.93677, -97.29219)",Logan County,Oklahoma,January,False
43,2023-01-02,35,46,56,4,9.9,27,3.7,"(31.67593, -93.18586)",Natchitoches Parish,Louisiana,January,False
44,2023-01-02,61,109,114,17,28.7,32,9.6,"(31.974462666666668, -92.95777466666668)",Natchitoches Parish,Louisiana,January,False
45,2023-01-02,51,88,88,11,28.4,34,11.0,"(31.70945111111111, -93.51774333333331)",Sabine Parish,Louisiana,January,False
46,2023-01-02,46,89,89,15,26.0,29,14.9,"(31.738516153846152, -93.65030384615385)",Sabine Parish,Louisiana,January,False
47,2023-01-02,24,57,57,5,25.7,17,4.5,"(35.39306, -95.43455)",McIntosh County,Oklahoma,January,False
48,2023-01-02,26,54,54,5,19.9,16,4.8,"(35.61721, -93.35731)",Johnson County,Arkansas,January,False
49,2023-01-03,52,79,103,4,14.9,53,3.8,"(33.467565, -84.83133)",Coweta County,Georgia,,False
50,2023-01-03,49,93,93,1,8.0,103,0.6,"(33.66706, -84.54055)",Fulton County,Georgia,,False
51,2023-01-03,68,90,121,21,17.9,73,21.3,"(33.673095, -84.79027500000001)",Douglas County,Georgia,,False
52,2023-01-03,38,42,80,13,9.8,29,12.5,"(33.24654, -85.02049)",Heard County,Georgia,,False
53,2023-01-03,77,102,103,11,9.9,80,10.9,"(33.3998, -84.6549)",Fayette County,Georgia,,False
54,2023-01-03,51,97,97,3,22.5,32,3.0,"(33.35659, -85.15379)",Heard County,Georgia,,False
55,2023-01-03,50,35,99,17,15.1,51,16.6,"(33.66351, -84.88073)",Carroll County,Georgia,,False
56,2023-01-03,49,87,87,3,10.5,29,3.0,"(33.49385, -85.18161)",Carroll County,Georgia,,False
57,2023-01-03,53,92,103,13,23.4,38,12.7,"(34.0971275, -84.9386275)",Bartow County,Georgia,,False
58,2023-01-03,48,27,95,6,9.5,35,5.9,"(34.16194, -84.86201)",Bartow County,Georgia,,False
59,2023-01-03,49,86,86,13,9.8,53,12.6,"(34.04364, -84.38139)",Fulton County,Georgia,,False
60,2023-01-03,42,72,81,26,22.6,28,25.5,"(33.7239, -85.17629)",Haralson County,Georgia,,False
61,2023-01-03,64,90,97,3,12.3,59,3.2,"(34.06416, -84.11821)",Gwinnett County,Georgia,,False
62,2023-01-03,52,86,100,11,8.5,42,10.6,"(33.01495, -84.32765)",Upson County,Georgia,,False
63,2023-01-03,69,71,111,11,9.8,50,11.0,"(33.4614, -84.986395)",Carroll County,Georgia,,False
64,2023-01-03,37,34,85,5,8.5,77,4.5,"(33.66139, -84.60104)",Fulton County,Georgia,,False
65,2023-01-03,42,29,87,8,10.8,101,7.7,"(33.385675000000006, -84.196125)",Henry County,Georgia,,False
66,2023-01-03,67,88,94,10,8.2,42,9.8,"(33.061193333333335, -84.18051333333334)",Lamar County,Georgia,,False
67,2023-01-03,57,85,85,13,10.6,28,13.1,"(34.117085, -85.015275)",Polk County,Georgia,,False
68,2023-01-03,69,93,95,8,6.4,52,7.9,"(33.29228, -84.6553)",Coweta County,Georgia,,False
69,2023-01-03,85,112,118,27,24.9,93,26.5,"(33.61687181818182, -84.78830818181818)",Fulton County,Georgia,,False
70,2023-01-03,65,102,102,21,22.4,41,20.5,"(34.163826666666665, -84.6936175)",Bartow County,Georgia,,False
71,2023-01-03,53,64,83,8,6.6,45,8.0,"(34.1264, -84.34304)",Fulton County,Georgia,,False
72,2023-01-03,41,36,95,6,21.7,33,6.3,"(33.01093, -84.80959)",Meriwether County,Georgia,,False
73,2023-01-03,65,90,90,2,8.8,38,4.9,"(34.10987, -84.78226)",Bartow County,Georgia,,False
74,2023-01-03,58,78,84,13,10.0,29,13.0,"(33.40131, -85.15202)",Heard County,Georgia,,False
75,2023-01-03,36,81,81,5,7.3,25,4.6,"(32.564555, -86.19760500000001)",Elmore County,Alabama,,False
76,2023-01-03,57,47,120,8,10.1,113,7.9,"(33.118125, -86.29708500000001)",Coosa County,Alabama,,False
77,2023-01-03,50,54,84,8,8.8,35,8.2,"(32.562245000000004, -86.420905)",Autauga County,Alabama,,False
78,2023-01-03,35,51,51,5,13.1,16,4.7,"(32.4566, -87.31717)",Perry County,Alabama,,False
79,2023-01-03,31,50,50,6,9.1,18,5.5,"(32.51268, -87.05315)",Dallas County,Alabama,,False
80,2023-01-03,39,76,76,15,19.1,27,15.3,"(32.643676666666664, -87.45752666666668)",Perry County,Alabama,,False
81,2023-01-03,43,64,77,13,18.4,33,13.4,"(32.568565, -86.5315225)",Autauga County,Alabama,,False
82,2023-01-03,63,95,97,8,22.8,49,8.1,"(36.3697, -87.08177)",Cheatham County,Tennessee,,False
83,2023-01-03,56,94,94,9,6.9,42,8.7,"(36.480305, -86.33180999999999)",Sumner County,Tennessee,,False
84,2023-01-03,52,86,94,5,7.1,42,4.6,"(36.45254, -87.11994)",Cheatham County,Tennessee,,False
85,2023-01-03,39,27,88,9,6.9,40,9.1,"(36.29588, -87.24324)",Dickson County,Tennessee,,False
86,2023-01-03,66,90,108,15,12.8,51,14.7,"(36.55619142857143, -86.49578285714286)",Sumner County,Tennessee,,False
87,2023-01-03,57,74,92,12,19.7,33,12.2,"(35.23803, -86.701585)",Lincoln County,Tennessee,,False
88,2023-01-03,35,24,91,10,7.2,39,9.8,"(36.35864, -87.2637)",Montgomery County,Tennessee,,False
89,2023-01-03,84,105,121,6,8.3,43,11.9,"(35.22163, -86.80839)",Marshall County,Tennessee,,False
90,2023-01-03,49,44,110,8,6.2,55,8.3,"(36.45962, -86.37214)",Sumner County,Tennessee,,False
91,2023-01-03,45,80,80,3,7.8,30,3.0,"(35.63782, -85.91078)",Warren County,Tennessee,,False
92,2023-01-03,44,37,94,14,11.7,80,13.8,"(35.684835, -86.52464)",Bedford County,Tennessee,,False
93,2023-01-03,46,49,89,9,6.9,51,9.3,"(35.457555, -86.60652999999999)",Bedford County,Tennessee,,False
94,2023-01-03,36,32,81,10,7.0,35,9.5,"(35.52004, -87.16755)",Maury County,Tennessee,,False
95,2023-01-03,57,30,118,3,5.2,71,3.2,"(36.41382, -86.67137)",Sumner County,Tennessee,,False
96,2023-01-03,40,23,83,13,9.2,28,12.8,"(36.67166, -87.11917)",Todd County,Kentucky,,False
97,2023-01-03,31,24,86,13,9.0,29,12.5,"(35.6167, -85.83162)",Warren County,Tennessee,,False
98,2023-01-03,47,83,83,5,7.4,33,4.8,"(35.472695, -87.14572000000001)",Maury County,Tennessee,,False
99,2023-01-03,56,71,83,10,7.1,35,9.8,"(35.35955, -86.82301)",Marshall County,Tennessee,,False
100,2023-01-03,56,99,99,3,7.8,37,3.1,"(36.32811, -85.91165)",Smith County,Tennessee,,False
101,2023-01-03,55,84,95,16,14.5,51,15.9,"(36.38991, -86.97496749999999)",Robertson County,Tennessee,,False
102,2023-01-03,59,86,99,12,11.7,64,12.3,"(36.37903166666667, -86.81358833333333)",Robertson County,Tennessee,,False
103,2023-01-03,51,63,78,9,6.4,37,8.7,"(35.41333, -86.69829)",Marshall County,Tennessee,,False
104,2023-01-03,67,96,104,4,6.2,51,4.1,"(36.50878, -86.75408)",Robertson County,Tennessee,,False
105,2023-01-03,89,132,132,13,9.2,45,12.5,"(36.69701, -86.42035200000001)",Sumner County,Tennessee,,False
106,2023-01-03,39,71,80,11,7.9,35,10.7,"(36.54126, -86.40245999999999)",Sumner County,Tennessee,,False
107,2023-01-03,37,70,70,3,8.5,25,3.3,"(36.02783, -87.56404)",Humphreys County,Tennessee,,False
108,2023-01-03,45,30,93,12,10.0,92,12.2,"(35.68873, -86.81355)",Maury County,Tennessee,,False
109,2023-01-03,72,104,123,12,8.7,48,12.3,"(36.501061666666665, -86.01840833333334)",Macon County,Tennessee,,False
110,2023-01-03,72,107,109,4,9.2,68,3.5,"(35.78942, -86.34835333333332)",Rutherford County,Tennessee,,False
111,2023-01-03,55,80,95,3,5.2,56,3.3,"(36.39699, -86.80997)",Robertson County,Tennessee,,False
112,2023-01-03,47,25,84,9,6.7,39,8.8,"(36.4114, -87.05042)",Cheatham County,Tennessee,,False
113,2023-01-03,53,82,91,16,14.3,79,15.5,"(35.65239, -86.48292000000001)",Bedford County,Tennessee,,False
114,2023-01-03,53,83,104,5,6.8,86,4.7,"(35.69371, -86.8728)",Maury County,Tennessee,,False
115,2023-01-03,62,91,100,13,11.9,61,13.4,"(36.38645, -86.5459)",Sumner County,Tennessee,,False
116,2023-01-03,66,93,104,6,8.3,37,6.1,"(36.264235, -85.82741)",Smith County,Tennessee,,False
117,2023-01-03,54,79,90,25,18.3,31,12.4,"(35.39708, -87.290115)",Maury County,Tennessee,,False
118,2023-01-03,68,88,116,10,6.9,53,9.5,"(35.38529333333333, -86.69105)",Marshall County,Tennessee,,False
119,2023-01-03,61,92,106,13,9.2,43,12.8,"(35.250354, -86.651146)",Lincoln County,Tennessee,,False
120,2023-01-03,66,86,101,13,9.2,35,12.8,"(36.617226, -87.19619399999999)",Todd County,Kentucky,,False
121,2023-01-03,60,86,113,4,6.9,110,4.0,"(36.24294, -86.60475)",Davidson County,Tennessee,,False
122,2023-01-03,63,71,97,5,7.0,41,4.9,"(35.371065, -86.655245)",Marshall County,Tennessee,,False
123,2023-01-03,58,111,111,2,6.6,53,2.2,"(35.529855, -87.06886499999999)",Maury County,Tennessee,,False
124,2023-01-03,57,52,104,13,16.9,67,12.9,"(35.778835, -86.2086725)",Cannon County,Tennessee,,False
125,2023-01-03,69,95,95,11,8.2,44,10.7,"(36.44967555555556, -86.23401)",Trousdale County,Tennessee,,False
126,2023-01-03,62,97,117,16,14.8,100,15.9,"(36.27599, -86.521985)",Wilson County,Tennessee,,False
127,2023-01-03,35,32,76,9,6.3,36,8.5,"(36.3402, -86.14815)",Trousdale County,Tennessee,,False
128,2023-01-03,41,45,75,8,6.1,37,8.3,"(35.45044, -86.47642)",Bedford County,Tennessee,,False
129,2023-01-03,54,74,82,3,9.3,60,5.2,"(35.61284, -86.662)",Marshall County,Tennessee,,False
130,2023-01-03,37,31,81,8,5.9,44,8.0,"(36.41118, -86.32823)",Sumner County,Tennessee,,False
131,2023-01-03,73,132,132,7,5.6,78,7.3,"(36.43314, -86.572975)",Sumner County,Tennessee,,False
132,2023-01-03,43,71,104,24,20.2,38,23.6,"(35.24745, -86.65671999999999)",Lincoln County,Tennessee,,False
133,2023-01-03,37,24,75,4,6.6,36,4.1,"(36.37521, -87.13518)",Cheatham County,Tennessee,,False
134,2023-01-03,46,86,86,2,6.3,43,2.1,"(36.45111, -86.9724)",Robertson County,Tennessee,,False
135,2023-01-03,50,70,78,12,8.8,27,12.0,"(35.205600000000004, -86.51254)",Lincoln County,Tennessee,,False
136,2023-01-03,51,39,83,9,6.3,40,8.5,"(35.43718, -86.45922)",Bedford County,Tennessee,,False
137,2023-01-03,70,104,118,5,8.7,95,4.8,"(35.51860333333334, -86.54709666666668)",Bedford County,Tennessee,,False
138,2023-01-03,73,87,118,7,5.3,69,6.9,"(36.358975, -86.40203)",Sumner County,Tennessee,,False
139,2023-01-03,87,124,124,8,7.5,51,8.0,"(36.37358, -86.169852)",Trousdale County,Tennessee,,False
140,2023-01-03,57,79,123,7,5.5,71,7.0,"(36.4115, -86.60588)",Sumner County,Tennessee,,False
141,2023-01-03,34,55,55,3,7.6,25,2.6,"(40.6299, -78.69334)",Cambria County,Pennsylvania,,False
142,2023-01-03,85,128,128,11,8.8,47,10.5,"(38.20497, -84.78377333333334)",Franklin County,Kentucky,,False
143,2023-01-03,59,96,96,1,5.7,58,0.8,"(38.4574, -84.69912)",Owen County,Kentucky,,False
144,2023-01-03,57,94,94,1,6.9,46,8.0,"(38.34526, -84.74205)",Franklin County,Kentucky,,False
145,2023-01-03,58,85,131,12,9.6,46,11.5,"(38.16059, -84.75404)",Woodford County,Kentucky,,False
146,2023-01-03,75,135,135,11,9.9,47,11.3,"(38.38600777777778, -85.22560888888889)",Henry County,Kentucky,,False
147,2023-01-03,61,101,105,16,11.3,50,15.6,"(38.318305, -84.519285)",Scott County,Kentucky,,False
148,2023-01-03,49,92,92,2,9.1,32,2.0,"(38.38229, -85.30467)",Oldham County,Kentucky,,False
149,2023-01-03,76,117,134,16,18.7,97,15.8,"(38.41785076923077, -84.8246)",Owen County,Kentucky,,False
150,2023-01-03,41,97,97,2,18.0,36,1.8,"(38.19621, -84.39097)",Bourbon County,Kentucky,,False
151,2023-01-03,53,98,98,2,9.6,34,2.0,"(38.45513, -85.3796)",Oldham County,Kentucky,,False
152,2023-01-03,33,26,78,8,6.8,38,7.9,"(39.13757, -83.94456)",Brown County,Ohio,,False
153,2023-01-03,69,97,97,12,9.6,41,11.7,"(38.24644333333333, -84.53891333333333)",Scott County,Kentucky,,False
154,2023-01-03,52,99,99,1,7.5,41,1.4,"(38.26755, -84.66407)",Woodford County,Kentucky,,False
155,2023-01-03,79,106,117,4,11.0,58,4.0,"(38.38827666666666, -84.69021)",Owen County,Kentucky,,False
156,2023-01-03,83,121,126,12,9.9,43,12.0,"(38.14495285714286, -84.59679857142858)",Scott County,Kentucky,,False
157,2023-01-03,84,112,121,6,17.5,72,11.9,"(38.45426, -84.47187333333333)",Harrison County,Kentucky,,False
158,2023-01-03,43,26,121,7,6.3,63,7.3,"(38.693, -83.9965)",Bracken County,Kentucky,,False
159,2023-01-03,55,100,138,12,17.0,88,14.1,"(38.51579142857143, -84.49022285714285)",Grant County,Kentucky,,False
160,2023-01-03,79,124,127,11,17.4,48,10.5,"(38.260012, -85.050828)",Henry County,Kentucky,,False
161,2023-01-03,81,113,118,12,11.2,98,13.7,"(38.60201, -84.379734)",Pendleton County,Kentucky,,False
162,2023-01-03,70,98,107,11,8.8,41,10.5,"(38.24031, -84.81909)",Franklin County,Kentucky,,False
163,2023-01-03,25,33,96,23,19.0,48,22.9,"(38.3642, -84.58)",Scott County,Kentucky,,False
164,2023-01-03,34,31,74,8,6.6,37,7.7,"(38.40283, -84.27325)",Harrison County,Kentucky,,False
165,2023-01-03,57,94,94,2,8.3,37,1.6,"(38.22887, -84.39968)",Bourbon County,Kentucky,,False
166,2023-01-03,85,116,121,12,9.9,41,12.0,"(38.26315, -85.1374725)",Shelby County,Kentucky,,False
167,2023-01-03,71,122,122,17,12.7,49,16.5,"(38.253145, -84.78707375)",Franklin County,Kentucky,,False
168,2023-01-03,38,61,61,5,8.5,24,5.1,"(31.79587, -85.92839000000001)",Pike County,Alabama,,False
169,2023-01-03,51,67,71,6,11.5,33,5.6,"(32.022912000000005, -85.117574)",Barbour County,Alabama,,False
170,2023-01-03,43,61,61,6,17.5,40,5.7,"(32.0071125, -85.3830225)",Barbour County,Alabama,,False
171,2023-01-03,43,63,63,4,8.7,28,3.7,"(32.066205000000004, -85.554935)",Bullock County,Alabama,,False
172,2023-01-03,32,49,49,2,5.8,29,2.0,"(31.90918, -85.50508)",Barbour County,Alabama,,False
173,2023-01-03,49,86,86,11,23.4,27,11.0,"(32.270047142857145, -85.70527142857144)",Bullock County,Alabama,,False
174,2023-01-03,52,73,80,7,13.2,47,7.3,"(31.97437363636364, -85.40876454545455)",Barbour County,Alabama,,False
175,2023-01-03,56,74,109,9,17.4,47,9.7,"(32.081988888888894, -85.63332111111112)",Bullock County,Alabama,,False
176,2023-01-03,36,52,52,4,6.0,18,4.1,"(32.12449, -85.00757)",Stewart County,Georgia,,False
177,2023-01-03,29,49,49,5,7.5,14,5.1,"(32.3105, -85.17169)",Russell County,Alabama,,False
178,2023-01-03,29,56,56,3,6.4,27,2.7,"(30.94096, -85.72703)",Holmes County,Florida,,False
179,2023-01-03,44,66,66,3,8.6,33,3.4,"(32.044388, -85.351094)",Barbour County,Alabama,,False
180,2023-01-03,37,35,56,7,9.3,27,7.2,"(30.27179, -86.46072)",Okaloosa County,Florida,,False
181,2023-01-03,34,63,63,2,5.8,41,1.7,"(30.94328, -85.71721)",Holmes County,Florida,,False
182,2023-01-03,37,61,61,7,9.2,20,6.5,"(32.56151333333333, -84.462)",Talbot County,Georgia,,False
183,2023-01-03,36,52,52,4,10.5,17,4.3,"(34.607295, -88.79638)",Lee County,Mississippi,,False
184,2023-01-03,33,49,49,4,9.1,18,3.5,"(34.44074, -87.79631)",Franklin County,Alabama,,False
185,2023-01-03,41,74,77,12,18.6,29,11.8,"(34.59077333333333, -88.04868555555555)",Franklin County,Alabama,,False
186,2023-01-03,51,73,78,6,8.2,28,5.5,"(34.61465, -88.438625)",Prentiss County,Mississippi,,False
187,2023-01-03,43,68,68,3,7.9,28,3.1,"(34.51939, -88.09899)",Franklin County,Alabama,,False
188,2023-01-03,45,65,82,6,9.9,27,5.9,"(34.63323, -88.48177)",Prentiss County,Mississippi,,False
189,2023-01-03,40,71,71,4,9.2,27,3.6,"(34.578995, -88.38347)",Tishomingo County,Mississippi,,False
190,2023-01-03,59,104,104,9,14.6,33,8.6,"(34.667517777777775, -88.55905666666666)",Prentiss County,Mississippi,,False
191,2023-01-03,35,64,64,2,9.1,43,1.6,"(34.25692, -88.11742)",Marion County,Alabama,,False
192,2023-01-03,40,75,79,3,16.5,58,3.0,"(34.31361666666667, -88.26068833333333)",Itawamba County,Mississippi,,False
193,2023-01-03,36,34,74,6,6.5,25,5.8,"(34.59789, -88.65461)",Lee County,Mississippi,,False
194,2023-01-03,45,74,76,7,10.5,23,4.4,"(34.68577, -88.65801)",Prentiss County,Mississippi,,False
195,2023-01-03,42,78,78,4,12.5,51,3.6,"(34.360681428571425, -88.34547142857143)",Itawamba County,Mississippi,,False
196,2023-01-03,29,50,50,5,9.1,17,4.7,"(34.51813, -87.673065)",Franklin County,Alabama,,False
197,2023-01-03,52,88,89,6,6.5,30,4.1,"(34.61018, -88.76905)",Lee County,Mississippi,,False
198,2023-01-03,60,87,87,2,11.9,31,2.3,"(30.26485, -95.16651)",Montgomery County,Texas,,False
199,2023-01-03,30,51,51,4,5.7,19,3.7,"(35.64771, -86.13002)",Coffee County,Tennessee,,False
200,2023-01-03,41,79,79,7,14.8,24,6.5,"(35.695976, -86.44991)",Rutherford County,Tennessee,,False
201,2023-01-03,39,70,70,5,6.6,21,5.0,"(35.81561, -86.084)",Cannon County,Tennessee,,False
202,2023-01-03,29,50,50,4,6.4,18,3.9,"(35.65178, -85.91229)",Warren County,Tennessee,,False
203,2023-01-03,42,91,91,7,24.6,30,6.6,"(30.71253, -96.11254)",Brazos County,Texas,,False
204,2023-01-03,46,86,86,6,20.4,29,6.4,"(30.75749, -95.14016)",Polk County,Texas,,False
205,2023-01-03,46,28,86,11,7.7,49,11.4,"(29.58188, -95.475575)",Fort Bend County,Texas,,False
206,2023-01-03,36,55,56,8,10.1,19,8.1,"(38.6822975, -83.5007425)",Adams County,Ohio,,False
207,2023-01-03,33,49,49,4,8.2,18,3.5,"(38.68707, -83.77298)",Brown County,Ohio,,False
208,2023-01-03,33,49,49,4,7.4,15,4.4,"(38.56095, -83.97578)",Robertson County,Kentucky,,False
209,2023-01-03,30,53,53,3,7.9,23,2.8,"(38.83192, -83.51835)",Adams County,Ohio,,False
210,2023-01-03,51,66,73,11,13.8,29,11.3,"(38.71495153846154, -83.79679230769231)",Brown County,Ohio,,False
211,2023-01-03,37,52,64,6,9.9,22,6.1,"(40.37413, -88.42530500000001)",Ford County,Illinois,,False
212,2023-01-03,48,63,71,9,5.4,26,9.4,"(35.40487, -95.74685)",McIntosh County,Oklahoma,,False
213,2023-01-03,50,69,85,12,8.4,32,12.0,"(35.429455000000004, -95.74107)",McIntosh County,Oklahoma,,False
214,2023-01-03,56,68,81,10,8.4,28,12.7,"(35.38983, -95.758905)",McIntosh County,Oklahoma,,False
215,2023-01-03,34,52,52,3,7.5,20,3.4,"(35.51597, -95.2707)",Muskogee County,Oklahoma,,False
216,2023-01-03,42,81,81,7,19.8,24,7.1,"(35.4040675, -95.0373375)",Sequoyah County,Oklahoma,,False
217,2023-01-03,57,63,90,13,12.1,42,12.1,"(35.49420428571428, -95.72810428571428)",Okmulgee County,Oklahoma,,False
218,2023-01-03,41,92,92,4,8.5,32,3.9,"(35.422585, -95.376975)",McIntosh County,Oklahoma,,False
219,2023-01-03,28,62,62,5,7.1,19,5.1,"(36.74052, -83.01006)",Lee County,Virginia,,False
220,2023-01-03,42,85,85,6,13.2,32,5.7,"(30.83846, -93.061415)",Beauregard Parish,Louisiana,,False
221,2023-01-03,35,31,57,8,14.6,32,7.8,"(30.54868, -92.98757)",Allen Parish,Louisiana,,False
222,2023-01-03,38,44,90,31,26.1,29,30.5,"(30.805995, -92.728715)",Allen Parish,Louisiana,,False
223,2023-01-03,31,51,51,3,5.3,21,3.0,"(30.95534, -89.6593)",Pearl River County,Mississippi,,False
224,2023-01-03,47,61,71,11,14.0,29,10.8,"(37.49137, -86.59633)",Ohio County,Kentucky,,False
225,2023-01-03,56,42,79,6,10.0,56,6.0,"(37.6504, -86.27422)",Grayson County,Kentucky,,False
226,2023-01-03,49,71,76,6,12.2,46,7.2,"(37.395155, -86.09220166666667)",Grayson County,Kentucky,,False
227,2023-01-03,49,58,86,10,15.0,31,9.7,"(37.42815, -86.65151)",Ohio County,Kentucky,,False
228,2023-01-03,38,54,54,1,6.4,218,2.2,"(34.75502, -92.28647)",Pulaski County,Arkansas,,False
229,2023-01-03,36,62,62,5,22.3,21,4.8,"(34.134025, -91.78489333333334)",Lincoln County,Arkansas,,False
230,2023-01-03,58,79,79,3,7.0,27,2.8,"(38.77308, -94.42282)",Cass County,Missouri,,False
231,2023-01-03,33,23,86,10,7.5,30,10.2,"(39.03442, -93.98342)",Lafayette County,Missouri,,False
232,2023-01-03,60,80,82,9,6.8,30,9.3,"(39.41017, -95.63858)",Jackson County,Kansas,,False
233,2023-01-03,50,80,80,3,16.3,29,2.7,"(38.8443, -95.16817)",Douglas County,Kansas,,False
234,2023-01-03,71,127,127,13,10.2,45,12.8,"(34.1381375, -89.96414)",Tallahatchie County,Mississippi,,False
235,2023-01-03,71,99,99,2,8.7,39,2.4,"(34.2567, -89.69754)",Yalobusha County,Mississippi,,False
236,2023-01-03,46,127,127,3,19.5,46,2.7,"(34.17258, -89.83951)",Panola County,Mississippi,,False
237,2023-01-03,83,133,133,2,9.0,52,2.3,"(35.56322, -89.96448)",Mississippi County,Arkansas,,False
238,2023-01-03,40,67,87,25,18.3,30,24.8,"(35.01753, -90.95517)",Saint Francis County,Arkansas,,False
239,2023-01-03,67,108,108,2,6.5,56,1.5,"(35.40204, -90.12442)",Crittenden County,Arkansas,,False
240,2023-01-03,74,132,132,3,19.4,49,2.6,"(34.3612, -90.57232)",Coahoma County,Mississippi,,False
241,2023-01-03,67,77,110,7,11.4,63,7.2,"(35.21405, -89.60461)",Fayette County,Tennessee,,False
242,2023-01-03,52,80,106,5,7.8,44,5.0,"(34.36938, -89.56511)",Lafayette County,Mississippi,,False
243,2023-01-03,55,96,96,3,19.7,35,22.4,"(34.21941, -90.33856)",Quitman County,Mississippi,,False
