,DATE,WSR_ID,CELL_ID,LAT_mean,LAT_min,LAT_max,LON_mean,LON_min,LON_max,AVGDV_max,LLDV_max,MXDV_max,MXDV_HEIGHT_max,DEPTH_max,MAX_SHEAR_max,MAX_SHEAR_HEIGHT_max
6473,2023-04-01,KIND,H6,39.373079999999995,39.21078,39.52404,-86.41616499999999,-86.85399,-86.1316,64,84,99,18,16.5,114,18.0
6474,2023-04-01,KIND,M1,39.30081538461538,39.15805,39.46161,-86.69925615384615,-87.17026,-86.22394,70,131,131,7,21.5,101,6.9
6475,2023-04-01,KIND,M7,40.16123,40.16123,40.16123,-85.64396,-85.64396,-85.64396,35,50,56,15,15.2,21,15.0
6476,2023-04-01,KIND,N2,38.87009333333333,38.85939,38.88417,-86.47746,-86.62951,-86.35591,43,57,84,9,10.8,27,8.8
6477,2023-04-01,KIND,S6,40.03758,40.03758,40.03758,-86.4893,-86.4893,-86.4893,35,52,52,2,5.6,39,1.5
6478,2023-04-01,KIND,U8,39.06407333333333,39.0176,39.11199,-86.57213,-86.71125,-86.37395,48,87,87,6,9.4,33,5.8
6479,2023-04-01,KIND,V7,39.169349999999994,39.09853,39.20159,-86.638008,-86.7839,-86.39542,47,77,85,6,7.8,43,6.3
6480,2023-04-01,KIWX,B6,40.74238,40.72277,40.76199,-85.83015,-85.87776,-85.78254,41,53,55,6,11.6,24,6.0
6481,2023-04-01,KIWX,V0,40.53348333333333,40.51484,40.56054,-85.87410999999999,-86.01328,-85.77322,32,58,58,15,14.7,18,15.4
6482,2023-04-01,KJAX,Z1,31.10063,31.10063,31.10063,-81.63939,-81.63939,-81.63939,32,54,54,3,7.9,24,3.0
6483,2023-04-01,KJFK,C1,40.17039,40.17039,40.17039,-74.74672,-74.74672,-74.74672,57,94,105,6,25.6,36,6.3
6484,2023-04-01,KJFK,C2,40.04482714285714,39.98817,40.08735,-74.46381571428572,-74.56218,-74.34132,58,128,128,14,25.2,43,14.1
6485,2023-04-01,KJFK,D4,40.172665,40.15601,40.18932,-73.88113000000001,-73.90958,-73.85268,52,88,92,8,13.4,60,7.6
6486,2023-04-01,KJFK,H2,40.12233333333334,40.0206,40.22412,-74.17878583333334,-74.41802,-74.03467,93,130,130,24,26.3,62,23.7
6487,2023-04-01,KJFK,I3,40.183548333333334,40.12207,40.22485,-73.98054,-74.08374,-73.88,67,92,120,18,23.9,67,17.7
6488,2023-04-01,KJFK,K0,40.443345,40.42898,40.45771,-74.83354499999999,-74.84082,-74.82627,40,86,103,30,23.6,37,29.7
6489,2023-04-01,KJFK,R1,40.15705,40.15705,40.15705,-74.70909,-74.70909,-74.70909,43,78,104,15,25.7,36,15.1
6490,2023-04-01,KJFK,T1,40.15546888888889,40.12584,40.20468,-74.53440555555557,-74.64382,-74.38913,65,115,120,26,24.9,45,25.6
6491,2023-04-01,KJFK,V3,40.10088399999999,40.04076,40.16334,-73.969136,-74.00652,-73.92695,60,112,112,19,15.9,70,18.7
6492,2023-04-01,KJFK,X2,40.288565,40.2776,40.29953,-74.1545,-74.17509,-74.13391,36,31,87,7,11.4,64,6.7
6493,2023-04-01,KJFK,Y2,40.224845,40.20266,40.24703,-74.14492,-74.18253,-74.10731,40,93,93,7,22.9,60,7.3
6494,2023-04-01,KJFK,Y3,40.26278333333334,40.1784,40.33822,-73.76390333333335,-73.78559,-73.74541,57,95,103,13,11.2,94,3.2
6495,2023-04-01,KJKL,C6,37.0487,37.0487,37.0487,-83.43232,-83.43232,-83.43232,38,49,52,4,6.7,25,4.0
6496,2023-04-01,KJKL,E2,38.16803,38.16803,38.16803,-82.55279,-82.55279,-82.55279,31,51,51,5,7.4,16,4.6
6497,2023-04-01,KJKL,M9,37.83539,37.83539,37.83539,-82.88742,-82.88742,-82.88742,33,51,51,2,6.9,32,1.9
6498,2023-04-01,KJKL,R8,37.75778,37.75778,37.75778,-82.69688,-82.69688,-82.69688,35,55,55,2,8.2,29,2.3
6499,2023-04-01,KJKL,U9,37.68807,37.68807,37.68807,-84.3552,-84.3552,-84.3552,28,52,52,5,7.1,16,4.6
6500,2023-04-01,KJKL,V5,37.0864025,37.03773,37.16753,-83.40789,-83.60584,-83.12042,48,66,92,10,15.9,43,9.6
6501,2023-04-01,KJKL,V7,37.67046,37.67046,37.67046,-84.31527,-84.31527,-84.31527,29,50,50,4,7.1,17,4.4
6502,2023-04-01,KLVE,A0,40.83572,40.83572,40.83572,-82.79724,-82.79724,-82.79724,46,78,86,21,15.1,31,21.2
6503,2023-04-01,KLVE,A8,41.01197,41.01197,41.01197,-83.00121,-83.00121,-83.00121,49,32,90,7,9.4,31,6.5
6504,2023-04-01,KLVE,B3,40.88327,40.88327,40.88327,-82.5613,-82.5613,-82.5613,55,69,84,9,7.1,38,8.6
6505,2023-04-01,KLVE,C9,41.01361,41.01361,41.01361,-82.61199,-82.61199,-82.61199,35,28,84,8,6.4,42,7.7
6506,2023-04-01,KLVE,D0,40.9942925,40.95337,41.03011,-82.370855,-82.4359,-82.31841,68,96,96,13,10.3,66,12.6
6507,2023-04-01,KLVE,D6,41.750065,41.7267,41.78252,-82.10798,-82.15341,-82.07318,71,125,125,4,6.1,73,3.8
6508,2023-04-01,KLVE,E1,41.79018,41.79018,41.79018,-82.008,-82.008,-82.008,49,98,98,1,5.9,53,1.2
6509,2023-04-01,KLVE,F0,41.45469,41.45469,41.45469,-82.98003,-82.98003,-82.98003,42,86,88,32,30.1,32,32.4
6510,2023-04-01,KLVE,F1,40.70859,40.70859,40.70859,-82.56198,-82.56198,-82.56198,23,26,71,20,18.0,27,20.1
6511,2023-04-01,KLVE,G1,41.6358,41.6358,41.6358,-81.93497,-81.93497,-81.93497,56,24,125,9,8.6,99,9.4
6512,2023-04-01,KLVE,I0,40.63619666666667,40.58854,40.69503,-82.42937166666667,-82.50064,-82.38756,76,131,131,12,9.8,47,12.1
6513,2023-04-01,KLVE,J5,41.72249,41.72249,41.72249,-81.48668,-81.48668,-81.48668,64,72,104,5,7.1,47,4.5
6514,2023-04-01,KLVE,J8,41.72849,41.72849,41.72849,-82.22119,-82.22119,-82.22119,53,86,86,1,5.5,50,1.1
6515,2023-04-01,KLVE,J9,41.69078,41.69078,41.69078,-82.28072,-82.28072,-82.28072,53,86,90,3,5.6,52,3.4
6516,2023-04-01,KLVE,L6,41.33999,41.33999,41.33999,-83.04558,-83.04558,-83.04558,39,64,64,3,9.5,22,2.5
6517,2023-04-01,KLVE,M3,41.50072,41.50072,41.50072,-81.07453,-81.07453,-81.07453,37,63,63,2,9.5,23,2.3
6518,2023-04-01,KLVE,R1,41.6135,41.6135,41.6135,-81.90048,-81.90048,-81.90048,33,24,86,10,9.3,64,10.0
6519,2023-04-01,KLVE,S1,40.83578,40.83578,40.83578,-82.76943,-82.76943,-82.76943,48,75,88,11,8.4,33,10.6
6520,2023-04-01,KLVE,T5,41.71016,41.71016,41.71016,-81.50167,-81.50167,-81.50167,50,66,102,4,6.5,48,4.3
6521,2023-04-01,KLVE,U2,41.18135,41.18135,41.18135,-82.25654,-82.25654,-82.25654,52,75,79,9,8.5,100,8.9
6522,2023-04-01,KLVE,U8,40.9586525,40.89826,41.00655,-82.92215,-82.97281,-82.8795,73,100,114,12,9.6,41,11.7
6523,2023-04-01,KLVE,V9,40.83625,40.83625,40.83625,-82.82527,-82.82527,-82.82527,56,79,79,2,8.9,28,2.4
6524,2023-04-01,KLVE,X0,40.87559,40.87559,40.87559,-82.6122,-82.6122,-82.6122,62,56,101,5,7.6,43,4.8
6525,2023-04-01,KLVE,X2,41.62162,41.62162,41.62162,-82.05446,-82.05446,-82.05446,33,24,88,5,8.1,73,4.5
6526,2023-04-01,KLVE,X6,41.76288333333333,41.73908,41.77965,-81.20430666666667,-81.23599,-81.16528,62,94,120,12,9.3,44,11.6
6527,2023-04-01,KLVE,Z1,41.0254,41.0254,41.0254,-82.54365,-82.54365,-82.54365,54,31,93,4,5.4,54,6.6
6528,2023-04-01,KLVE,Z5,41.78161,41.78161,41.78161,-82.50412,-82.50412,-82.50412,65,89,89,2,7.3,38,1.7
6529,2023-04-01,KLVX,A3,38.23007666666667,38.17839,38.27226,-85.30274666666666,-85.43543,-85.16397,40,81,81,5,8.5,48,4.9
6530,2023-04-01,KLVX,B4,37.92183428571428,37.80793,38.12819,-86.53416,-86.99705,-85.74981,57,120,120,5,14.7,100,4.5
6531,2023-04-01,KLVX,D0,38.64711,38.64711,38.64711,-85.24775,-85.24775,-85.24775,42,70,70,5,6.9,22,4.9
6532,2023-04-01,KLVX,H2,38.118485,38.10752,38.12945,-86.77912,-86.80856,-86.74968,43,53,116,8,7.3,48,8.2
6533,2023-04-01,KLVX,J2,38.14984,38.14984,38.14984,-86.19917,-86.19917,-86.19917,35,26,77,3,6.5,75,2.5
6534,2023-04-01,KLVX,L0,38.62097571428571,38.5288,38.7879,-85.39814285714286,-85.85954,-85.14719,42,73,77,6,10.4,27,5.7
6535,2023-04-01,KLVX,L6,38.21228333333334,38.17119,38.2773,-85.23053333333333,-85.40759,-84.98226,41,53,67,6,10.5,27,6.2
6536,2023-04-01,KLVX,N0,38.54258,38.54258,38.54258,-85.695,-85.695,-85.695,33,57,57,3,7.0,25,3.0
6537,2023-04-01,KLVX,Q4,37.8772375,37.83152,37.92676,-86.9153475,-87.04545,-86.76366,54,107,107,9,26.6,32,8.5
6538,2023-04-01,KLVX,R3,38.67274,38.67274,38.67274,-85.65462,-85.65462,-85.65462,36,55,57,5,6.0,20,5.4
6539,2023-04-01,KLVX,R6,38.70187,38.70187,38.70187,-85.26819,-85.26819,-85.26819,32,54,54,5,6.6,16,5.1
6540,2023-04-01,KLVX,R9,38.25305,38.25305,38.25305,-85.52252,-85.52252,-85.52252,33,49,49,2,10.6,29,2.0
6541,2023-04-01,KLVX,T4,38.14629,38.14629,38.14629,-85.68501,-85.68501,-85.68501,30,62,62,1,7.4,62,1.1
6542,2023-04-01,KLVX,V9,37.94408,37.94408,37.94408,-86.25774,-86.25774,-86.25774,34,51,51,1,9.7,55,0.9
6543,2023-04-01,KLVX,Y0,38.29602,38.29602,38.29602,-85.06124,-85.06124,-85.06124,41,51,65,6,6.8,22,6.0
6544,2023-04-01,KLVX,Z6,37.276135,37.24189,37.2963,-85.8181975,-85.99207,-85.65156,46,58,62,9,12.1,24,9.0
6545,2023-04-01,KLWX,E0,39.24213,39.24213,39.24213,-77.22875,-77.22875,-77.22875,38,52,52,1,5.5,42,1.4
6546,2023-04-01,KLWX,G6,38.88979,38.88979,38.88979,-77.64439,-77.64439,-77.64439,50,31,100,8,6.4,163,8.2
6547,2023-04-01,KLWX,L5,38.60459,38.60459,38.60459,-78.36944,-78.36944,-78.36944,28,53,53,4,5.7,18,4.3
6548,2023-04-01,KLWX,M1,38.84529,38.84529,38.84529,-77.70852,-77.70852,-77.70852,35,61,61,1,6.4,76,0.8
6549,2023-04-01,KMDW,A0,40.89794,40.89794,40.89794,-87.92292,-87.92292,-87.92292,47,29,115,14,11.4,40,14.2
6550,2023-04-01,KMDW,A1,41.45277,41.45277,41.45277,-86.76642,-86.76642,-86.76642,35,77,77,6,21.8,27,6.2
6551,2023-04-01,KMDW,B1,41.40641333333333,41.3748,41.45955,-87.64843333333333,-87.70528,-87.59469,57,76,101,9,10.0,115,9.4
6552,2023-04-01,KMDW,B3,41.154,41.154,41.154,-87.54145,-87.54145,-87.54145,53,66,88,9,13.8,46,9.1
6553,2023-04-01,KMDW,B4,41.26447666666667,41.21734,41.31534,-88.02211666666666,-88.06131,-87.97666,58,69,95,9,7.4,57,9.0
6554,2023-04-01,KMDW,C0,41.17011,41.17011,41.17011,-87.79691,-87.79691,-87.79691,55,66,87,9,7.1,48,8.6
6555,2023-04-01,KMDW,C1,41.23747,41.23747,41.23747,-87.3178,-87.3178,-87.3178,35,44,82,18,16.3,42,17.8
6556,2023-04-01,KMDW,C4,41.933018,41.84614,41.99161,-88.20805,-88.32088,-88.15686,67,84,104,9,7.3,61,8.5
6557,2023-04-01,KMDW,D7,40.91905,40.91905,40.91905,-88.15926,-88.15926,-88.15926,38,69,69,3,25.1,23,3.0
6558,2023-04-01,KMDW,E0,41.40457,41.40457,41.40457,-86.73982,-86.73982,-86.73982,54,70,82,7,11.8,27,6.5
6559,2023-04-01,KMDW,F0,41.2493725,41.184,41.35928,-88.208185,-88.52705,-87.89433,59,98,156,25,22.4,86,25.0
6560,2023-04-01,KMDW,F9,40.92664,40.88425,40.96903,-87.86883499999999,-87.94474,-87.79293,69,95,97,5,10.3,38,6.1
6561,2023-04-01,KMDW,G4,42.22814666666667,42.20273,42.25782,-87.16303333333333,-87.21852,-87.08106,61,97,103,25,22.4,39,25.0
6562,2023-04-01,KMDW,G5,41.305985,41.11728,41.49469,-87.660215,-88.22333,-87.0971,61,84,86,22,20.1,45,22.3
6563,2023-04-01,KMDW,G8,41.7544,41.7544,41.7544,-88.6319,-88.6319,-88.6319,69,92,114,5,10.1,44,5.4
6564,2023-04-01,KMDW,H1,42.16584,42.16584,42.16584,-87.66944,-87.66944,-87.66944,31,54,54,2,16.3,28,1.5
6565,2023-04-01,KMDW,H2,41.48868,41.48868,41.48868,-87.34202,-87.34202,-87.34202,47,55,83,11,10.5,67,11.4
6566,2023-04-01,KMDW,H5,41.847535,41.83603,41.85904,-88.169445,-88.17859,-88.1603,77,95,115,7,5.8,81,6.6
6567,2023-04-01,KMDW,H9,41.24781,41.22769,41.26793,-88.020205,-88.04059,-87.99982,68,46,133,4,14.3,84,3.6
6568,2023-04-01,KMDW,J3,41.638601,41.04013,42.07881,-88.25338500000001,-88.38154,-88.09284,71,119,119,23,24.1,62,23.1
6569,2023-04-01,KMDW,J4,42.28326,42.28326,42.28326,-87.10964,-87.10964,-87.10964,47,86,86,3,24.7,29,3.0
6570,2023-04-01,KMDW,J7,41.50046,41.50046,41.50046,-87.21223,-87.21223,-87.21223,35,26,86,7,6.2,55,7.4
6571,2023-04-01,KMDW,K0,41.87294,41.87294,41.87294,-87.82653,-87.82653,-87.82653,46,35,83,4,7.7,99,3.8
6572,2023-04-01,KMDW,K4,42.33982,42.33982,42.33982,-88.06823,-88.06823,-88.06823,29,27,74,13,10.5,27,13.2
6573,2023-04-01,KMDW,K8,41.32836,41.32836,41.32836,-87.22153,-87.22153,-87.22153,20,23,88,25,20.8,50,24.5
6574,2023-04-01,KMDW,L4,41.12463,41.12463,41.12463,-87.5172,-87.5172,-87.5172,31,79,79,2,8.0,37,1.7
6575,2023-04-01,KMDW,M3,41.13912,41.13912,41.13912,-87.63482,-87.63482,-87.63482,31,69,69,4,22.2,35,3.9
6576,2023-04-01,KMDW,M4,42.24856,42.24856,42.24856,-87.1222,-87.1222,-87.1222,52,109,109,3,24.3,39,2.7
6577,2023-04-01,KMDW,N8,41.24958,41.24958,41.24958,-88.00088,-88.00088,-88.00088,54,50,116,8,6.4,70,7.7
6578,2023-04-01,KMDW,O5,41.76014,41.76014,41.76014,-88.24386,-88.24386,-88.24386,43,46,98,7,6.1,64,7.2
6579,2023-04-01,KMDW,P4,41.18374,41.18374,41.18374,-88.11606,-88.11606,-88.11606,61,30,121,4,7.8,60,4.0
6580,2023-04-01,KMDW,P9,42.39991,42.39991,42.39991,-87.42087,-87.42087,-87.42087,42,57,65,14,11.2,23,14.2
6581,2023-04-01,KMDW,Q4,41.963595,41.93391,41.99328,-87.95595499999999,-88.00567,-87.90624,57,91,100,6,10.6,75,6.1
6582,2023-04-01,KMDW,R8,41.309034999999994,41.28812,41.32995,-87.96013500000001,-87.96599,-87.95428,55,92,98,3,12.2,72,2.6
6583,2023-04-01,KMDW,R9,42.21886,42.21886,42.21886,-87.03951,-87.03951,-87.03951,34,32,92,15,11.8,31,14.7
6584,2023-04-01,KMDW,S2,41.9090575,40.98416,42.23565,-87.6188325,-87.74536,-87.54829,71,98,105,11,26.2,47,10.9
6585,2023-04-01,KMDW,S3,41.73973,41.73973,41.73973,-88.29628,-88.29628,-88.29628,52,69,71,8,6.4,43,7.6
6586,2023-04-01,KMDW,S5,42.335725,42.33054,42.34091,-87.347205,-87.3596,-87.33481,70,101,121,6,11.1,44,5.8
6587,2023-04-01,KMDW,T0,40.88718,40.88718,40.88718,-87.96235,-87.96235,-87.96235,52,90,90,3,11.4,31,2.9
6588,2023-04-01,KMDW,U5,42.115944999999996,42.11523,42.11666,-87.78465,-87.79555,-87.77375,59,76,84,17,15.5,48,16.9
6589,2023-04-01,KMDW,U6,41.14869,41.13099,41.16639,-88.18637,-88.21078,-88.16196,62,121,121,2,19.8,54,2.1
6590,2023-04-01,KMDW,U9,41.3184,41.3184,41.3184,-87.14697,-87.14697,-87.14697,32,25,79,10,7.8,39,9.5
6591,2023-04-01,KMDW,V3,42.22771,42.22771,42.22771,-87.50737,-87.50737,-87.50737,55,65,88,5,9.2,37,4.9
6592,2023-04-01,KMDW,V5,42.28326,42.28326,42.28326,-87.10964,-87.10964,-87.10964,47,86,86,3,25.2,29,2.9
6593,2023-04-01,KMDW,W6,41.947466666666664,41.78696,42.04316,-88.43240666666667,-88.53334,-88.33783,66,93,95,12,9.5,42,11.5
6594,2023-04-01,KMDW,W7,41.44973,41.44973,41.44973,-88.64626,-88.64626,-88.64626,55,72,92,13,10.8,34,13.4
6595,2023-04-01,KMDW,X0,41.293535,41.25434,41.33273,-88.056095,-88.09761,-88.01458,43,100,100,14,24.6,62,13.5
6596,2023-04-01,KMDW,Y3,41.1784,41.1784,41.1784,-88.44638,-88.44638,-88.44638,50,89,89,3,11.1,33,2.6
6597,2023-04-01,KMDW,Y7,41.24194,41.24194,41.24194,-87.08679,-87.08679,-87.08679,54,70,81,11,9.1,35,11.2
6598,2023-04-01,KMEM,A3,34.390006500000005,34.26315,34.6608,-90.246021,-90.60079,-89.12817,93,134,134,18,27.6,73,18.4
6599,2023-04-01,KMEM,B6,34.74636,34.74636,34.74636,-90.26132,-90.26132,-90.26132,66,86,95,12,10.9,100,11.5
6600,2023-04-01,KMEM,B9,35.594477499999996,35.54684,35.63775,-89.888735,-89.9791,-89.82136,62,103,103,13,19.8,40,12.7
6601,2023-04-01,KMEM,C8,34.632595555555554,34.32713,34.98175,-89.63099222222223,-89.79872,-89.42943,67,94,115,19,21.8,60,19.0
6602,2023-04-01,KMEM,D2,34.67163,34.66024,34.68302,-90.454965,-90.50554,-90.40439,58,86,98,18,23.2,68,17.9
6603,2023-04-01,KMEM,D5,34.59371,34.59371,34.59371,-90.73705,-90.73705,-90.73705,52,34,102,20,18.1,41,20.4
6604,2023-04-01,KMEM,D9,35.48084315789474,35.37956,35.57311,-89.85904315789475,-90.19875,-89.55174,77,106,132,23,22.6,63,23.2
6605,2023-04-01,KMEM,F6,34.43568,34.43568,34.43568,-90.09098,-90.09098,-90.09098,72,93,118,7,20.4,67,7.4
6606,2023-04-01,KMEM,F8,35.034715000000006,35.02219,35.04724,-89.22019499999999,-89.25845,-89.18194,35,52,105,19,17.0,46,19.0
6607,2023-04-01,KMEM,G3,35.16098,35.16098,35.16098,-89.22572,-89.22572,-89.22572,66,104,133,11,15.7,52,11.0
6608,2023-04-01,KMEM,G4,34.68323142857143,34.62805,34.72938,-90.60434,-90.64408,-90.53319,73,91,123,19,23.6,64,19.0
6609,2023-04-01,KMEM,G6,34.210860000000004,34.17736,34.30351,-90.16798714285714,-90.37706,-89.719,70,87,116,23,20.4,41,23.3
6610,2023-04-01,KMEM,G8,34.124280909090906,34.09522,34.1585,-89.93918636363637,-90.0937,-89.80915,67,97,119,25,22.0,40,24.9
6611,2023-04-01,KMEM,H5,34.408672857142854,34.39386,34.44662,-90.20031142857144,-90.27392,-90.13921,77,132,134,16,22.8,70,16.3
6612,2023-04-01,KMEM,H6,34.80255,34.80255,34.80255,-90.16081,-90.16081,-90.16081,62,78,101,5,9.3,178,4.5
6613,2023-04-01,KMEM,H8,34.89120052631579,34.66323,35.18018,-90.06457,-90.90128,-89.11426,79,93,159,25,22.1,102,25.2
6614,2023-04-01,KMEM,H9,35.07059,35.07059,35.07059,-89.12599,-89.12599,-89.12599,56,37,123,6,9.4,44,6.0
6615,2023-04-01,KMEM,I6,34.425156666666666,34.41456,34.43116,-90.04613666666667,-90.05407,-90.03236,71,122,122,14,19.8,70,14.3
6616,2023-04-01,KMEM,I7,34.26637,34.26637,34.26637,-90.08614,-90.08614,-90.08614,67,101,131,10,8.0,56,10.1
6617,2023-04-01,KMEM,K7,34.44777,34.44777,34.44777,-89.93612,-89.93612,-89.93612,58,65,85,3,5.9,49,3.4
6618,2023-04-01,KMEM,L7,34.27838,34.27838,34.27838,-89.993,-89.993,-89.993,62,105,105,2,16.5,45,2.1
6619,2023-04-01,KMEM,L9,35.643315,35.64076,35.64587,-89.738705,-89.76543,-89.71198,64,65,121,6,21.6,41,6.4
6620,2023-04-01,KMEM,M2,34.65456,34.65456,34.65456,-90.61563,-90.61563,-90.61563,47,71,72,18,16.6,33,1.8
6621,2023-04-01,KMEM,M8,35.0581,35.0581,35.0581,-89.12248,-89.12248,-89.12248,55,56,110,6,21.3,40,5.9
6622,2023-04-01,KMEM,N6,34.54482,34.24527,34.84437,-90.13553999999999,-90.17392,-90.09716,84,111,118,11,8.6,306,10.9
6623,2023-04-01,KMEM,O0,35.215615,35.20442,35.22681,-89.22261499999999,-89.24991,-89.19532,56,107,107,12,9.7,41,12.3
6624,2023-04-01,KMEM,O1,35.4000425,35.31931,35.46994,-89.469945,-89.63081,-89.31497,76,115,115,8,22.1,42,8.0
6625,2023-04-01,KMEM,O6,35.06066666666667,34.95304,35.14276,-89.26184583333333,-89.56841,-89.07076,64,82,124,22,25.9,63,22.4
6626,2023-04-01,KMEM,O8,35.05062,35.05062,35.05062,-89.32944,-89.32944,-89.32944,51,23,121,9,16.7,55,9.4
6627,2023-04-01,KMEM,P6,34.45422,34.44538,34.46306,-89.97946999999999,-90.0025,-89.95644,69,117,117,7,19.7,68,13.7
6628,2023-04-01,KMEM,Q7,34.359465,34.35563,34.3633,-89.53054,-89.57628,-89.4848,51,40,98,11,18.5,42,11.0
6629,2023-04-01,KMEM,Q8,34.97536,34.97536,34.97536,-89.37192,-89.37192,-89.37192,62,81,116,16,14.3,60,15.8
6630,2023-04-01,KMEM,R0,34.152995999999995,34.12549,34.18539,-89.70297000000001,-89.73285,-89.65468,60,94,98,25,22.3,33,25.1
6631,2023-04-01,KMEM,R4,34.35739,34.35739,34.35739,-90.39843,-90.39843,-90.39843,54,63,98,10,17.1,43,9.9
6632,2023-04-01,KMEM,R5,34.78575,34.78095,34.79055,-90.183645,-90.19192,-90.17537,74,105,105,0,7.5,140,0.4
6633,2023-04-01,KMEM,S8,34.4532,34.4532,34.4532,-89.23347,-89.23347,-89.23347,53,29,116,6,9.7,40,6.3
6634,2023-04-01,KMEM,S9,34.3612,34.3612,34.3612,-89.41368,-89.41368,-89.41368,68,83,100,12,9.0,38,11.5
6635,2023-04-01,KMEM,T5,34.704165,34.68071,34.72762,-90.336595,-90.3784,-90.29479,63,86,117,11,17.2,108,11.3
6636,2023-04-01,KMEM,U5,34.796620000000004,34.77572,34.81752,-90.35835499999999,-90.41393,-90.30278,52,68,85,23,22.2,84,23.1
6637,2023-04-01,KMEM,U8,35.0215525,34.98287,35.0389,-89.2170925,-89.31175,-89.15902,67,87,120,21,18.5,47,20.9
6638,2023-04-01,KMEM,V0,34.79345,34.79345,34.79345,-90.52547,-90.52547,-90.52547,71,106,106,1,12.2,63,1.3
6639,2023-04-01,KMEM,V4,35.2866,35.2866,35.2866,-90.67684,-90.67684,-90.67684,67,101,101,2,9.0,39,2.4
6640,2023-04-01,KMEM,V5,35.64171,35.64171,35.64171,-89.69599,-89.69599,-89.69599,42,50,86,13,10.3,29,13.1
6641,2023-04-01,KMEM,W4,34.27740818181818,34.16913,34.36838,-89.98494545454545,-90.42177,-89.4848,88,133,133,32,28.0,54,31.8
6642,2023-04-01,KMEM,W6,35.00967666666667,34.98699,35.04579,-89.38742666666667,-89.41548,-89.35566,69,69,119,17,19.8,59,16.7
6643,2023-04-01,KMEM,X9,35.46137,35.46137,35.46137,-89.3906,-89.3906,-89.3906,54,71,85,13,10.2,29,13.0
6644,2023-04-01,KMEM,Y6,35.35967333333333,35.23426,35.43342,-90.46963666666666,-90.80888,-90.27195,65,88,92,18,13.9,40,18.4
6645,2023-04-01,KMEM,Z2,35.12515,35.12515,35.12515,-89.54493,-89.54493,-89.54493,61,96,96,1,18.7,59,1.2
6646,2023-04-01,KMEM,Z5,34.7651,34.7651,34.7651,-90.22783,-90.22783,-90.22783,65,64,92,7,9.1,108,6.8
6647,2023-04-01,KMIA,C1,26.35383,26.35383,26.35383,-80.39803,-80.39803,-80.39803,55,86,86,2,14.7,38,1.6
6648,2023-04-01,KMOB,D0,30.86344,30.86344,30.86344,-89.18355,-89.18355,-89.18355,34,59,59,7,7.9,19,6.6
6649,2023-04-01,KMRX,E4,37.05229,37.05229,37.05229,-83.42126,-83.42126,-83.42126,34,57,57,5,7.2,17,5.1
6650,2023-04-01,KMRX,R5,36.575,36.575,36.575,-83.00704,-83.00704,-83.00704,33,51,51,2,6.7,26,2.4
6651,2023-04-01,KMRX,S3,35.59923,35.59923,35.59923,-83.6975,-83.6975,-83.6975,33,52,52,3,7.5,23,3.0
6652,2023-04-01,KNQA,E8,34.83054,34.83054,34.83054,-90.11246,-90.11246,-90.11246,52,72,83,4,8.1,41,3.8
6653,2023-04-01,KNQA,K6,35.77596,35.74525,35.82297,-89.24225333333334,-89.38069,-89.06045,38,60,60,8,14.5,24,8.4
6654,2023-04-01,KNQA,K9,35.77401,35.73351,35.81464,-89.23974,-89.39524,-89.10369,54,75,81,5,12.5,36,5.2
6655,2023-04-01,KNQA,L6,34.95883714285714,34.728,35.17158,-89.76725809523809,-90.64399,-88.81513,66,107,124,16,28.5,77,15.5
6656,2023-04-01,KNQA,R2,34.85077285714286,34.66865,35.12036,-89.84784857142857,-90.5343,-89.04199,56,125,125,23,22.3,45,22.7
6657,2023-04-01,KNQA,S7,35.06357,35.04532,35.08182,-89.1585,-89.19184,-89.12516,62,52,94,5,13.8,37,4.9
6658,2023-04-01,KNQA,S8,35.126265000000004,35.10716,35.14537,-88.891745,-88.94039,-88.8431,49,109,109,5,18.2,33,4.8
6659,2023-04-01,KNQA,T9,34.46365,34.46365,34.46365,-89.96611,-89.96611,-89.96611,29,52,52,5,14.2,16,5.0
6660,2023-04-01,KNQA,X8,35.72238,35.72238,35.72238,-89.03146,-89.03146,-89.03146,42,63,68,6,9.7,23,6.1
6661,2023-04-01,KOHX,A1,35.82266,35.82266,35.82266,-86.19854,-86.19854,-86.19854,54,97,97,2,6.6,50,2.4
6662,2023-04-01,KOHX,H6,35.462495000000004,35.46049,35.4645,-86.689885,-86.74987,-86.6299,39,55,58,8,27.6,21,13.8
6663,2023-04-01,KOHX,J9,36.326464,36.12403,36.47006,-86.60769,-87.60217,-85.87317,44,74,92,22,22.0,40,21.5
6664,2023-04-01,KOHX,K2,37.1204,37.1204,37.1204,-86.39022,-86.39022,-86.39022,31,54,54,5,7.6,16,5.0
6665,2023-04-01,KOHX,S6,35.49882,35.49882,35.49882,-86.48294,-86.48294,-86.48294,41,61,61,4,8.6,22,4.0
6666,2023-04-01,KOHX,X5,35.59128,35.58024,35.60232,-87.14138,-87.24602,-87.03674,52,66,123,10,19.5,46,11.6
6667,2023-04-01,KOHX,Z9,36.114635,36.10701,36.12226,-87.46461,-87.51518,-87.41404,49,61,71,10,15.2,26,10.0
6668,2023-04-01,KORD,A4,41.34929,41.34929,41.34929,-87.92046,-87.92046,-87.92046,63,44,108,11,9.6,67,10.9
6669,2023-04-01,KORD,A5,41.38239,41.38239,41.38239,-87.62439,-87.62439,-87.62439,33,23,81,11,9.7,50,11.0
